valid_tn_step,step,valid_tp_step,valid_fp_step,valid_fn_step,valid_WAcc,valid_F1,valid_fn_epoch,valid_Loss,valid_tp_epoch,epoch,valid_tn_epoch,valid_fp_epoch
11170.0,496,38.0,282.0,126.0,,,,,,,,
11187.0,497,25.0,295.0,109.0,,,,,,,,
11191.0,498,32.0,288.0,105.0,,,,,,,,
11152.0,499,39.0,281.0,144.0,,,,,,,,
11173.0,500,36.0,284.0,123.0,,,,,,,,
11163.0,501,24.0,296.0,133.0,,,,,,,,
11171.0,502,30.0,290.0,125.0,,,,,,,,
11165.0,503,31.0,289.0,131.0,,,,,,,,
11153.0,504,22.0,298.0,143.0,,,,,,,,
11176.0,505,26.0,294.0,120.0,,,,,,,,
11155.0,506,27.0,293.0,141.0,,,,,,,,
11158.0,507,22.0,298.0,138.0,,,,,,,,
11175.0,508,26.0,294.0,121.0,,,,,,,,
11166.0,509,30.0,290.0,130.0,,,,,,,,
11156.0,510,30.0,290.0,140.0,,,,,,,,
11175.0,511,27.0,293.0,121.0,,,,,,,,
11163.0,512,28.0,292.0,133.0,,,,,,,,
11152.0,513,34.0,286.0,144.0,,,,,,,,
11156.0,514,26.0,294.0,140.0,,,,,,,,
11166.0,515,36.0,284.0,130.0,,,,,,,,
11164.0,516,26.0,294.0,132.0,,,,,,,,
11153.0,517,27.0,293.0,143.0,,,,,,,,
11170.0,518,28.0,292.0,126.0,,,,,,,,
11161.0,519,35.0,285.0,135.0,,,,,,,,
11158.0,520,39.0,281.0,138.0,,,,,,,,
11174.0,521,26.0,294.0,122.0,,,,,,,,
11159.0,522,25.0,295.0,137.0,,,,,,,,
11171.0,523,27.0,293.0,125.0,,,,,,,,
11185.0,524,37.0,283.0,111.0,,,,,,,,
11171.0,525,32.0,288.0,125.0,,,,,,,,
11141.0,526,34.0,286.0,155.0,,,,,,,,
11159.0,527,32.0,288.0,137.0,,,,,,,,
11170.0,528,26.0,294.0,126.0,,,,,,,,
11179.0,529,24.0,296.0,117.0,,,,,,,,
11167.0,530,38.0,282.0,129.0,,,,,,,,
11185.0,531,31.0,289.0,111.0,,,,,,,,
11180.0,532,28.0,292.0,116.0,,,,,,,,
11187.0,533,29.0,291.0,109.0,,,,,,,,
11176.0,534,29.0,291.0,120.0,,,,,,,,
11169.0,535,39.0,281.0,127.0,,,,,,,,
11177.0,536,35.0,285.0,119.0,,,,,,,,
11169.0,537,24.0,296.0,127.0,,,,,,,,
11165.0,538,24.0,296.0,131.0,,,,,,,,
11174.0,539,36.0,284.0,122.0,,,,,,,,
11166.0,540,33.0,287.0,130.0,,,,,,,,
11159.0,541,36.0,284.0,137.0,,,,,,,,
11187.0,542,32.0,288.0,109.0,,,,,,,,
11204.0,543,19.0,301.0,92.0,,,,,,,,
11164.0,544,38.0,282.0,132.0,,,,,,,,
11173.0,545,30.0,290.0,123.0,,,,,,,,
11175.0,546,31.0,289.0,121.0,,,,,,,,
11184.0,547,26.0,294.0,112.0,,,,,,,,
11163.0,548,31.0,289.0,133.0,,,,,,,,
11164.0,549,30.0,290.0,132.0,,,,,,,,
11169.0,550,22.0,298.0,127.0,,,,,,,,
11163.0,551,27.0,293.0,133.0,,,,,,,,
11170.0,552,28.0,292.0,126.0,,,,,,,,
11180.0,553,23.0,297.0,116.0,,,,,,,,
11162.0,554,31.0,289.0,134.0,,,,,,,,
11179.0,555,36.0,284.0,117.0,,,,,,,,
11170.0,556,31.0,289.0,126.0,,,,,,,,
11167.0,557,33.0,287.0,129.0,,,,,,,,
11185.0,558,27.0,293.0,111.0,,,,,,,,
11189.0,559,34.0,286.0,107.0,,,,,,,,
11171.0,560,28.0,292.0,125.0,,,,,,,,
11175.0,561,30.0,290.0,121.0,,,,,,,,
11172.0,562,28.0,292.0,124.0,,,,,,,,
11170.0,563,28.0,292.0,126.0,,,,,,,,
11176.0,564,32.0,288.0,120.0,,,,,,,,
11174.0,565,29.0,291.0,122.0,,,,,,,,
11181.0,566,30.0,290.0,115.0,,,,,,,,
11161.0,567,39.0,281.0,135.0,,,,,,,,
11149.0,568,34.0,286.0,147.0,,,,,,,,
11178.0,569,31.0,289.0,118.0,,,,,,,,
11171.0,570,25.0,295.0,125.0,,,,,,,,
11153.0,571,29.0,291.0,143.0,,,,,,,,
11170.0,572,30.0,290.0,126.0,,,,,,,,
11156.0,573,33.0,287.0,140.0,,,,,,,,
11190.0,574,28.0,292.0,106.0,,,,,,,,
11155.0,575,29.0,291.0,141.0,,,,,,,,
11176.0,576,23.0,297.0,120.0,,,,,,,,
11174.0,577,27.0,293.0,122.0,,,,,,,,
11159.0,578,25.0,295.0,137.0,,,,,,,,
11185.0,579,28.0,292.0,111.0,,,,,,,,
11152.0,580,34.0,286.0,144.0,,,,,,,,
11167.0,581,32.0,288.0,129.0,,,,,,,,
11193.0,582,24.0,296.0,103.0,,,,,,,,
11163.0,583,27.0,293.0,133.0,,,,,,,,
11172.0,584,34.0,286.0,124.0,,,,,,,,
11181.0,585,29.0,291.0,115.0,,,,,,,,
11162.0,586,31.0,289.0,134.0,,,,,,,,
11168.0,587,21.0,299.0,128.0,,,,,,,,
11189.0,588,27.0,293.0,107.0,,,,,,,,
11158.0,589,29.0,291.0,138.0,,,,,,,,
11160.0,590,34.0,286.0,136.0,,,,,,,,
11185.0,591,24.0,296.0,111.0,,,,,,,,
11175.0,592,26.0,294.0,121.0,,,,,,,,
11147.0,593,31.0,289.0,149.0,,,,,,,,
11178.0,594,30.0,290.0,118.0,,,,,,,,
11167.0,595,29.0,291.0,129.0,,,,,,,,
11165.0,596,23.0,297.0,131.0,,,,,,,,
11168.0,597,34.0,286.0,128.0,,,,,,,,
11175.0,598,22.0,298.0,121.0,,,,,,,,
11174.0,599,24.0,296.0,122.0,,,,,,,,
11167.0,600,38.0,282.0,129.0,,,,,,,,
11197.0,601,29.0,291.0,99.0,,,,,,,,
11156.0,602,26.0,294.0,140.0,,,,,,,,
11169.0,603,29.0,291.0,127.0,,,,,,,,
11174.0,604,28.0,292.0,122.0,,,,,,,,
11182.0,605,30.0,290.0,114.0,,,,,,,,
11197.0,606,19.0,301.0,99.0,,,,,,,,
11177.0,607,31.0,289.0,119.0,,,,,,,,
11139.0,608,31.0,289.0,157.0,,,,,,,,
11170.0,609,29.0,291.0,126.0,,,,,,,,
11165.0,610,24.0,296.0,131.0,,,,,,,,
11161.0,611,18.0,302.0,135.0,,,,,,,,
11165.0,612,22.0,298.0,131.0,,,,,,,,
11175.0,613,31.0,289.0,121.0,,,,,,,,
11168.0,614,32.0,288.0,128.0,,,,,,,,
11157.0,615,23.0,297.0,139.0,,,,,,,,
11169.0,616,25.0,295.0,127.0,,,,,,,,
11169.0,617,26.0,294.0,127.0,,,,,,,,
11162.0,618,21.0,299.0,134.0,,,,,,,,
11176.0,619,34.0,286.0,120.0,,,,,,,,
11152.0,620,25.0,295.0,144.0,,,,,,,,
11179.0,621,28.0,292.0,117.0,,,,,,,,
11154.0,622,27.0,293.0,142.0,,,,,,,,
11177.0,623,28.0,292.0,119.0,,,,,,,,
11173.0,624,34.0,286.0,123.0,,,,,,,,
11191.0,625,26.0,294.0,105.0,,,,,,,,
11162.0,626,35.0,285.0,134.0,,,,,,,,
11174.0,627,27.0,293.0,122.0,,,,,,,,
11173.0,628,23.0,297.0,123.0,,,,,,,,
11167.0,629,39.0,281.0,129.0,,,,,,,,
11146.0,630,24.0,296.0,150.0,,,,,,,,
11174.0,631,31.0,289.0,122.0,,,,,,,,
11167.0,632,20.0,300.0,129.0,,,,,,,,
11176.0,633,29.0,291.0,120.0,,,,,,,,
11145.0,634,27.0,293.0,151.0,,,,,,,,
11164.0,635,27.0,293.0,132.0,,,,,,,,
11151.0,636,28.0,292.0,145.0,,,,,,,,
11182.0,637,32.0,288.0,114.0,,,,,,,,
11159.0,638,38.0,282.0,137.0,,,,,,,,
11164.0,639,23.0,297.0,132.0,,,,,,,,
11186.0,640,33.0,287.0,110.0,,,,,,,,
11148.0,641,19.0,301.0,148.0,,,,,,,,
11156.0,642,33.0,287.0,140.0,,,,,,,,
11180.0,643,29.0,291.0,116.0,,,,,,,,
11167.0,644,26.0,294.0,129.0,,,,,,,,
11170.0,645,24.0,296.0,126.0,,,,,,,,
11156.0,646,34.0,286.0,140.0,,,,,,,,
11178.0,647,30.0,290.0,118.0,,,,,,,,
11163.0,648,27.0,293.0,133.0,,,,,,,,
11148.0,649,25.0,295.0,148.0,,,,,,,,
11147.0,650,23.0,297.0,149.0,,,,,,,,
11175.0,651,18.0,302.0,121.0,,,,,,,,
11173.0,652,42.0,278.0,123.0,,,,,,,,
11152.0,653,29.0,291.0,144.0,,,,,,,,
11181.0,654,33.0,287.0,115.0,,,,,,,,
11176.0,655,33.0,287.0,120.0,,,,,,,,
11164.0,656,33.0,287.0,132.0,,,,,,,,
11156.0,657,29.0,291.0,140.0,,,,,,,,
11165.0,658,31.0,289.0,131.0,,,,,,,,
11175.0,659,34.0,286.0,121.0,,,,,,,,
11182.0,660,20.0,300.0,114.0,,,,,,,,
11173.0,661,31.0,289.0,123.0,,,,,,,,
11174.0,662,27.0,293.0,122.0,,,,,,,,
11146.0,663,37.0,283.0,150.0,,,,,,,,
11171.0,664,30.0,290.0,125.0,,,,,,,,
11180.0,665,31.0,289.0,116.0,,,,,,,,
11154.0,666,23.0,297.0,142.0,,,,,,,,
11185.0,667,35.0,285.0,111.0,,,,,,,,
11165.0,668,33.0,287.0,131.0,,,,,,,,
11165.0,669,31.0,289.0,131.0,,,,,,,,
11157.0,670,36.0,284.0,139.0,,,,,,,,
11167.0,671,30.0,290.0,129.0,,,,,,,,
11154.0,672,24.0,296.0,142.0,,,,,,,,
11156.0,673,28.0,292.0,140.0,,,,,,,,
11176.0,674,26.0,294.0,120.0,,,,,,,,
11142.0,675,35.0,285.0,154.0,,,,,,,,
11176.0,676,31.0,289.0,120.0,,,,,,,,
11168.0,677,30.0,290.0,128.0,,,,,,,,
11198.0,678,28.0,292.0,98.0,,,,,,,,
11173.0,679,37.0,283.0,123.0,,,,,,,,
11184.0,680,31.0,289.0,112.0,,,,,,,,
11151.0,681,35.0,285.0,145.0,,,,,,,,
11154.0,682,28.0,292.0,142.0,,,,,,,,
11163.0,683,27.0,293.0,133.0,,,,,,,,
11173.0,684,23.0,297.0,123.0,,,,,,,,
11187.0,685,37.0,283.0,109.0,,,,,,,,
11146.0,686,33.0,287.0,150.0,,,,,,,,
11178.0,687,25.0,295.0,118.0,,,,,,,,
11164.0,688,20.0,300.0,132.0,,,,,,,,
11177.0,689,27.0,293.0,119.0,,,,,,,,
11182.0,690,37.0,283.0,114.0,,,,,,,,
11174.0,691,25.0,295.0,122.0,,,,,,,,
11184.0,692,27.0,293.0,112.0,,,,,,,,
11199.0,693,29.0,291.0,97.0,,,,,,,,
11168.0,694,31.0,289.0,128.0,,,,,,,,
11163.0,695,34.0,286.0,133.0,,,,,,,,
11157.0,696,27.0,293.0,139.0,,,,,,,,
11176.0,697,36.0,284.0,120.0,,,,,,,,
11164.0,698,23.0,297.0,132.0,,,,,,,,
11161.0,699,36.0,284.0,135.0,,,,,,,,
11163.0,700,36.0,284.0,133.0,,,,,,,,
11179.0,701,34.0,286.0,117.0,,,,,,,,
11129.0,702,31.0,289.0,167.0,,,,,,,,
11149.0,703,27.0,293.0,147.0,,,,,,,,
11181.0,704,30.0,290.0,115.0,,,,,,,,
11175.0,705,38.0,282.0,121.0,,,,,,,,
11181.0,706,33.0,287.0,115.0,,,,,,,,
11166.0,707,38.0,282.0,130.0,,,,,,,,
11191.0,708,25.0,295.0,105.0,,,,,,,,
11184.0,709,25.0,295.0,112.0,,,,,,,,
11153.0,710,29.0,291.0,143.0,,,,,,,,
11166.0,711,33.0,287.0,130.0,,,,,,,,
11173.0,712,28.0,292.0,123.0,,,,,,,,
11176.0,713,32.0,288.0,120.0,,,,,,,,
11170.0,714,28.0,292.0,126.0,,,,,,,,
11160.0,715,21.0,299.0,136.0,,,,,,,,
11179.0,716,34.0,286.0,117.0,,,,,,,,
11176.0,717,20.0,300.0,120.0,,,,,,,,
11165.0,718,30.0,290.0,131.0,,,,,,,,
11167.0,719,24.0,296.0,129.0,,,,,,,,
11174.0,720,27.0,293.0,122.0,,,,,,,,
11196.0,721,40.0,280.0,100.0,,,,,,,,
11172.0,722,32.0,288.0,124.0,,,,,,,,
11173.0,723,29.0,291.0,123.0,,,,,,,,
11174.0,724,36.0,284.0,122.0,,,,,,,,
11175.0,725,25.0,295.0,121.0,,,,,,,,
11175.0,726,23.0,297.0,121.0,,,,,,,,
11171.0,727,41.0,279.0,125.0,,,,,,,,
11177.0,728,26.0,294.0,119.0,,,,,,,,
11140.0,729,33.0,287.0,156.0,,,,,,,,
11185.0,730,21.0,299.0,111.0,,,,,,,,
11164.0,731,27.0,293.0,132.0,,,,,,,,
11166.0,732,31.0,289.0,130.0,,,,,,,,
11187.0,733,27.0,293.0,109.0,,,,,,,,
11172.0,734,31.0,289.0,124.0,,,,,,,,
11162.0,735,23.0,297.0,134.0,,,,,,,,
11185.0,736,29.0,291.0,111.0,,,,,,,,
11160.0,737,32.0,288.0,136.0,,,,,,,,
11157.0,738,30.0,290.0,139.0,,,,,,,,
11170.0,739,34.0,286.0,126.0,,,,,,,,
11175.0,740,34.0,286.0,121.0,,,,,,,,
11187.0,741,29.0,291.0,109.0,,,,,,,,
11167.0,742,30.0,290.0,129.0,,,,,,,,
11161.0,743,31.0,289.0,135.0,,,,,,,,
11184.0,744,29.0,291.0,112.0,,,,,,,,
11189.0,745,28.0,292.0,107.0,,,,,,,,
11156.0,746,24.0,296.0,140.0,,,,,,,,
11182.0,747,22.0,298.0,114.0,,,,,,,,
11178.0,748,29.0,291.0,118.0,,,,,,,,
11158.0,749,32.0,288.0,138.0,,,,,,,,
11188.0,750,33.0,287.0,108.0,,,,,,,,
11189.0,751,35.0,285.0,107.0,,,,,,,,
11159.0,752,32.0,288.0,137.0,,,,,,,,
11169.0,753,42.0,278.0,127.0,,,,,,,,
11177.0,754,23.0,297.0,119.0,,,,,,,,
11169.0,755,31.0,289.0,127.0,,,,,,,,
11161.0,756,27.0,293.0,135.0,,,,,,,,
11162.0,757,25.0,295.0,134.0,,,,,,,,
11164.0,758,33.0,287.0,132.0,,,,,,,,
11163.0,759,40.0,280.0,133.0,,,,,,,,
11184.0,760,27.0,293.0,112.0,,,,,,,,
11165.0,761,27.0,293.0,131.0,,,,,,,,
11179.0,762,24.0,296.0,117.0,,,,,,,,
11164.0,763,31.0,289.0,132.0,,,,,,,,
11176.0,764,34.0,286.0,120.0,,,,,,,,
11177.0,765,29.0,291.0,119.0,,,,,,,,
11160.0,766,25.0,295.0,136.0,,,,,,,,
11145.0,767,37.0,283.0,151.0,,,,,,,,
11150.0,768,37.0,283.0,146.0,,,,,,,,
11162.0,769,32.0,288.0,134.0,,,,,,,,
11166.0,770,28.0,292.0,130.0,,,,,,,,
11170.0,771,28.0,292.0,126.0,,,,,,,,
11160.0,772,29.0,291.0,136.0,,,,,,,,
11173.0,773,26.0,294.0,123.0,,,,,,,,
11175.0,774,27.0,293.0,121.0,,,,,,,,
11167.0,775,26.0,294.0,129.0,,,,,,,,
11182.0,776,28.0,292.0,114.0,,,,,,,,
11168.0,777,28.0,292.0,128.0,,,,,,,,
11166.0,778,35.0,285.0,130.0,,,,,,,,
11165.0,779,29.0,291.0,131.0,,,,,,,,
11167.0,780,33.0,287.0,129.0,,,,,,,,
11168.0,781,21.0,299.0,128.0,,,,,,,,
11173.0,782,31.0,289.0,123.0,,,,,,,,
11154.0,783,29.0,291.0,142.0,,,,,,,,
11188.0,784,26.0,294.0,108.0,,,,,,,,
11161.0,785,29.0,291.0,135.0,,,,,,,,
11147.0,786,31.0,289.0,149.0,,,,,,,,
11158.0,787,32.0,288.0,138.0,,,,,,,,
11153.0,788,26.0,294.0,143.0,,,,,,,,
11153.0,789,25.0,295.0,143.0,,,,,,,,
11157.0,790,26.0,294.0,139.0,,,,,,,,
11189.0,791,28.0,292.0,107.0,,,,,,,,
11133.0,792,36.0,284.0,163.0,,,,,,,,
11186.0,793,36.0,284.0,110.0,,,,,,,,
11196.0,794,26.0,294.0,100.0,,,,,,,,
11192.0,795,26.0,294.0,104.0,,,,,,,,
11166.0,796,29.0,291.0,130.0,,,,,,,,
11141.0,797,29.0,291.0,155.0,,,,,,,,
11170.0,798,36.0,284.0,126.0,,,,,,,,
11166.0,799,26.0,294.0,130.0,,,,,,,,
11184.0,800,31.0,289.0,112.0,,,,,,,,
11183.0,801,32.0,288.0,113.0,,,,,,,,
11170.0,802,28.0,292.0,126.0,,,,,,,,
11178.0,803,34.0,286.0,118.0,,,,,,,,
11186.0,804,26.0,294.0,110.0,,,,,,,,
11167.0,805,33.0,287.0,129.0,,,,,,,,
11174.0,806,33.0,287.0,122.0,,,,,,,,
11160.0,807,26.0,294.0,136.0,,,,,,,,
11159.0,808,40.0,280.0,137.0,,,,,,,,
11173.0,809,30.0,290.0,123.0,,,,,,,,
11184.0,810,17.0,303.0,112.0,,,,,,,,
11137.0,811,33.0,287.0,159.0,,,,,,,,
11159.0,812,27.0,293.0,137.0,,,,,,,,
11157.0,813,22.0,298.0,139.0,,,,,,,,
11161.0,814,22.0,298.0,135.0,,,,,,,,
11191.0,815,31.0,289.0,105.0,,,,,,,,
11187.0,816,22.0,298.0,109.0,,,,,,,,
11160.0,817,37.0,283.0,136.0,,,,,,,,
11174.0,818,17.0,303.0,122.0,,,,,,,,
11174.0,819,34.0,286.0,122.0,,,,,,,,
11155.0,820,30.0,290.0,141.0,,,,,,,,
11133.0,821,21.0,299.0,163.0,,,,,,,,
11164.0,822,27.0,293.0,132.0,,,,,,,,
11187.0,823,34.0,286.0,109.0,,,,,,,,
11173.0,824,31.0,289.0,123.0,,,,,,,,
11131.0,825,45.0,275.0,165.0,,,,,,,,
11180.0,826,27.0,293.0,116.0,,,,,,,,
11161.0,827,30.0,290.0,135.0,,,,,,,,
11160.0,828,26.0,294.0,136.0,,,,,,,,
11182.0,829,30.0,290.0,114.0,,,,,,,,
11178.0,830,35.0,285.0,118.0,,,,,,,,
11171.0,831,30.0,290.0,125.0,,,,,,,,
11177.0,832,30.0,290.0,119.0,,,,,,,,
11153.0,833,30.0,290.0,143.0,,,,,,,,
11166.0,834,32.0,288.0,130.0,,,,,,,,
11158.0,835,22.0,298.0,138.0,,,,,,,,
11167.0,836,24.0,296.0,129.0,,,,,,,,
11179.0,837,30.0,290.0,117.0,,,,,,,,
11191.0,838,30.0,290.0,105.0,,,,,,,,
11169.0,839,26.0,294.0,127.0,,,,,,,,
11172.0,840,35.0,285.0,124.0,,,,,,,,
11168.0,841,26.0,294.0,128.0,,,,,,,,
11177.0,842,35.0,285.0,119.0,,,,,,,,
11166.0,843,24.0,296.0,130.0,,,,,,,,
11184.0,844,22.0,298.0,112.0,,,,,,,,
11177.0,845,27.0,293.0,119.0,,,,,,,,
11150.0,846,33.0,287.0,146.0,,,,,,,,
11180.0,847,20.0,300.0,116.0,,,,,,,,
11163.0,848,27.0,293.0,133.0,,,,,,,,
11182.0,849,30.0,290.0,114.0,,,,,,,,
11150.0,850,33.0,287.0,146.0,,,,,,,,
11175.0,851,27.0,293.0,121.0,,,,,,,,
11172.0,852,36.0,284.0,124.0,,,,,,,,
11139.0,853,28.0,292.0,157.0,,,,,,,,
11172.0,854,29.0,291.0,124.0,,,,,,,,
11146.0,855,32.0,288.0,150.0,,,,,,,,
11193.0,856,30.0,290.0,103.0,,,,,,,,
11177.0,857,39.0,281.0,119.0,,,,,,,,
11168.0,858,19.0,301.0,128.0,,,,,,,,
11144.0,859,33.0,287.0,152.0,,,,,,,,
11182.0,860,28.0,292.0,114.0,,,,,,,,
11180.0,861,26.0,294.0,116.0,,,,,,,,
11172.0,862,27.0,293.0,124.0,,,,,,,,
11184.0,863,29.0,291.0,112.0,,,,,,,,
11187.0,864,23.0,297.0,109.0,,,,,,,,
11178.0,865,29.0,291.0,118.0,,,,,,,,
11178.0,866,25.0,295.0,118.0,,,,,,,,
11164.0,867,35.0,285.0,132.0,,,,,,,,
11169.0,868,33.0,287.0,127.0,,,,,,,,
11162.0,869,20.0,300.0,134.0,,,,,,,,
11150.0,870,37.0,283.0,146.0,,,,,,,,
11157.0,871,30.0,290.0,139.0,,,,,,,,
11165.0,872,36.0,284.0,131.0,,,,,,,,
11175.0,873,31.0,289.0,121.0,,,,,,,,
11159.0,874,28.0,292.0,137.0,,,,,,,,
11154.0,875,27.0,293.0,142.0,,,,,,,,
11158.0,876,34.0,286.0,138.0,,,,,,,,
11171.0,877,31.0,289.0,125.0,,,,,,,,
11150.0,878,24.0,296.0,146.0,,,,,,,,
11170.0,879,29.0,291.0,126.0,,,,,,,,
11174.0,880,34.0,286.0,122.0,,,,,,,,
11178.0,881,30.0,290.0,118.0,,,,,,,,
11190.0,882,32.0,288.0,106.0,,,,,,,,
11169.0,883,31.0,289.0,127.0,,,,,,,,
11158.0,884,39.0,281.0,138.0,,,,,,,,
11157.0,885,27.0,293.0,139.0,,,,,,,,
11173.0,886,26.0,294.0,123.0,,,,,,,,
11177.0,887,28.0,292.0,119.0,,,,,,,,
11176.0,888,27.0,293.0,120.0,,,,,,,,
11183.0,889,31.0,289.0,113.0,,,,,,,,
11175.0,890,32.0,288.0,121.0,,,,,,,,
11168.0,891,26.0,294.0,128.0,,,,,,,,
11166.0,892,22.0,298.0,130.0,,,,,,,,
11147.0,893,35.0,285.0,149.0,,,,,,,,
11171.0,894,26.0,294.0,125.0,,,,,,,,
11176.0,895,33.0,287.0,120.0,,,,,,,,
11173.0,896,26.0,294.0,123.0,,,,,,,,
11148.0,897,32.0,288.0,148.0,,,,,,,,
11172.0,898,31.0,289.0,124.0,,,,,,,,
11192.0,899,31.0,289.0,104.0,,,,,,,,
11157.0,900,31.0,289.0,139.0,,,,,,,,
11177.0,901,23.0,297.0,119.0,,,,,,,,
11182.0,902,33.0,287.0,114.0,,,,,,,,
11173.0,903,25.0,295.0,123.0,,,,,,,,
11172.0,904,30.0,290.0,124.0,,,,,,,,
11165.0,905,34.0,286.0,131.0,,,,,,,,
11192.0,906,39.0,281.0,104.0,,,,,,,,
11188.0,907,31.0,289.0,108.0,,,,,,,,
11181.0,908,34.0,286.0,115.0,,,,,,,,
11203.0,909,26.0,294.0,93.0,,,,,,,,
11169.0,910,35.0,285.0,127.0,,,,,,,,
11183.0,911,25.0,295.0,113.0,,,,,,,,
11184.0,912,28.0,292.0,112.0,,,,,,,,
11181.0,913,24.0,296.0,115.0,,,,,,,,
11174.0,914,22.0,298.0,122.0,,,,,,,,
11179.0,915,27.0,293.0,117.0,,,,,,,,
11167.0,916,32.0,288.0,129.0,,,,,,,,
11180.0,917,19.0,301.0,116.0,,,,,,,,
11155.0,918,30.0,290.0,141.0,,,,,,,,
11162.0,919,30.0,290.0,134.0,,,,,,,,
11147.0,920,31.0,289.0,149.0,,,,,,,,
11176.0,921,23.0,297.0,120.0,,,,,,,,
11167.0,922,33.0,287.0,129.0,,,,,,,,
11172.0,923,33.0,287.0,124.0,,,,,,,,
11170.0,924,29.0,291.0,126.0,,,,,,,,
11159.0,925,35.0,285.0,137.0,,,,,,,,
11176.0,926,27.0,293.0,120.0,,,,,,,,
11191.0,927,41.0,279.0,105.0,,,,,,,,
11179.0,928,27.0,293.0,117.0,,,,,,,,
11150.0,929,27.0,293.0,146.0,,,,,,,,
11176.0,930,25.0,295.0,120.0,,,,,,,,
11169.0,931,37.0,283.0,127.0,,,,,,,,
11177.0,932,35.0,285.0,119.0,,,,,,,,
11173.0,933,31.0,289.0,123.0,,,,,,,,
11175.0,934,19.0,301.0,121.0,,,,,,,,
11162.0,935,29.0,291.0,134.0,,,,,,,,
11154.0,936,38.0,282.0,142.0,,,,,,,,
11191.0,937,26.0,294.0,105.0,,,,,,,,
11160.0,938,23.0,297.0,136.0,,,,,,,,
11186.0,939,35.0,285.0,110.0,,,,,,,,
11184.0,940,31.0,289.0,112.0,,,,,,,,
11181.0,941,33.0,287.0,115.0,,,,,,,,
11190.0,942,24.0,296.0,106.0,,,,,,,,
11163.0,943,23.0,297.0,133.0,,,,,,,,
11170.0,944,26.0,294.0,126.0,,,,,,,,
11180.0,945,27.0,293.0,116.0,,,,,,,,
11189.0,946,43.0,277.0,107.0,,,,,,,,
11167.0,947,20.0,300.0,129.0,,,,,,,,
11168.0,948,39.0,281.0,128.0,,,,,,,,
11176.0,949,22.0,298.0,120.0,,,,,,,,
11182.0,950,38.0,282.0,114.0,,,,,,,,
11180.0,951,23.0,297.0,116.0,,,,,,,,
11172.0,952,27.0,293.0,124.0,,,,,,,,
11163.0,953,27.0,293.0,133.0,,,,,,,,
11201.0,954,29.0,291.0,95.0,,,,,,,,
11176.0,955,31.0,289.0,120.0,,,,,,,,
11155.0,956,30.0,290.0,141.0,,,,,,,,
11181.0,957,35.0,285.0,115.0,,,,,,,,
11180.0,958,34.0,286.0,116.0,,,,,,,,
11178.0,959,20.0,300.0,118.0,,,,,,,,
11174.0,960,28.0,292.0,122.0,,,,,,,,
11191.0,961,27.0,293.0,105.0,,,,,,,,
11167.0,962,26.0,294.0,129.0,,,,,,,,
11160.0,963,31.0,289.0,136.0,,,,,,,,
11149.0,964,33.0,287.0,147.0,,,,,,,,
11170.0,965,30.0,290.0,126.0,,,,,,,,
11155.0,966,37.0,283.0,141.0,,,,,,,,
11149.0,967,27.0,293.0,147.0,,,,,,,,
11182.0,968,28.0,292.0,114.0,,,,,,,,
11180.0,969,37.0,283.0,116.0,,,,,,,,
11185.0,970,33.0,287.0,111.0,,,,,,,,
11182.0,971,30.0,290.0,114.0,,,,,,,,
11186.0,972,25.0,295.0,110.0,,,,,,,,
11184.0,973,29.0,291.0,112.0,,,,,,,,
11164.0,974,21.0,299.0,132.0,,,,,,,,
11166.0,975,34.0,286.0,130.0,,,,,,,,
11155.0,976,27.0,293.0,141.0,,,,,,,,
11151.0,977,34.0,286.0,145.0,,,,,,,,
11151.0,978,28.0,292.0,145.0,,,,,,,,
11182.0,979,29.0,291.0,114.0,,,,,,,,
11187.0,980,36.0,284.0,109.0,,,,,,,,
11174.0,981,36.0,284.0,122.0,,,,,,,,
11164.0,982,27.0,293.0,132.0,,,,,,,,
11145.0,983,29.0,291.0,151.0,,,,,,,,
11159.0,984,28.0,292.0,137.0,,,,,,,,
11157.0,985,35.0,285.0,139.0,,,,,,,,
11166.0,986,21.0,299.0,130.0,,,,,,,,
11174.0,987,36.0,284.0,122.0,,,,,,,,
11152.0,988,16.0,304.0,144.0,,,,,,,,
11188.0,989,29.0,291.0,108.0,,,,,,,,
11144.0,990,26.0,294.0,152.0,,,,,,,,
11163.0,991,30.0,290.0,133.0,,,,,,,,
11160.0,992,33.0,287.0,136.0,,,,,,,,
11173.0,993,37.0,283.0,123.0,,,,,,,,
11188.0,994,36.0,284.0,108.0,,,,,,,,
11182.0,995,24.0,296.0,114.0,,,,,,,,
11151.0,996,24.0,296.0,145.0,,,,,,,,
11165.0,997,25.0,295.0,131.0,,,,,,,,
11179.0,998,35.0,285.0,117.0,,,,,,,,
11168.0,999,20.0,300.0,128.0,,,,,,,,
11138.0,1000,27.0,293.0,158.0,,,,,,,,
11181.0,1001,24.0,296.0,115.0,,,,,,,,
11152.0,1002,20.0,300.0,144.0,,,,,,,,
11164.0,1003,32.0,288.0,132.0,,,,,,,,
11183.0,1004,25.0,295.0,113.0,,,,,,,,
11173.0,1005,29.0,291.0,123.0,,,,,,,,
11168.0,1006,27.0,293.0,128.0,,,,,,,,
11176.0,1007,34.0,286.0,120.0,,,,,,,,
11161.0,1008,23.0,297.0,135.0,,,,,,,,
11144.0,1009,39.0,281.0,152.0,,,,,,,,
