valid_tn_step,step,valid_tp_step,valid_fp_step,valid_fn_step,valid_WAcc,valid_F1,valid_fn_epoch,valid_Loss,valid_tp_epoch,epoch,valid_tn_epoch,valid_fp_epoch
11159.0,1010,29.0,291.0,137.0,,,,,,,,
11177.0,1011,26.0,294.0,119.0,,,,,,,,
11165.0,1012,24.0,296.0,131.0,,,,,,,,
11151.0,1013,18.0,302.0,145.0,,,,,,,,
11186.0,1014,30.0,290.0,110.0,,,,,,,,
11185.0,1015,23.0,297.0,111.0,,,,,,,,
11170.0,1016,24.0,296.0,126.0,,,,,,,,
11173.0,1017,25.0,295.0,123.0,,,,,,,,
11154.0,1018,35.0,285.0,142.0,,,,,,,,
11157.0,1019,34.0,286.0,139.0,,,,,,,,
11166.0,1020,30.0,290.0,130.0,,,,,,,,
11189.0,1021,22.0,298.0,107.0,,,,,,,,
11153.0,1022,33.0,287.0,143.0,,,,,,,,
11181.0,1023,26.0,294.0,115.0,,,,,,,,
11169.0,1024,25.0,295.0,127.0,,,,,,,,
11161.0,1025,34.0,286.0,135.0,,,,,,,,
11174.0,1026,36.0,284.0,122.0,,,,,,,,
11163.0,1027,23.0,297.0,133.0,,,,,,,,
11185.0,1028,34.0,286.0,111.0,,,,,,,,
11173.0,1029,32.0,288.0,123.0,,,,,,,,
11161.0,1030,31.0,289.0,135.0,,,,,,,,
11173.0,1031,35.0,285.0,123.0,,,,,,,,
11174.0,1032,17.0,303.0,122.0,,,,,,,,
11182.0,1033,36.0,284.0,114.0,,,,,,,,
11181.0,1034,27.0,293.0,115.0,,,,,,,,
11184.0,1035,27.0,293.0,112.0,,,,,,,,
11174.0,1036,27.0,293.0,122.0,,,,,,,,
11174.0,1037,27.0,293.0,122.0,,,,,,,,
11173.0,1038,30.0,290.0,123.0,,,,,,,,
11174.0,1039,31.0,289.0,122.0,,,,,,,,
11186.0,1040,27.0,293.0,110.0,,,,,,,,
11156.0,1041,36.0,284.0,140.0,,,,,,,,
11197.0,1042,31.0,289.0,99.0,,,,,,,,
11172.0,1043,36.0,284.0,124.0,,,,,,,,
11148.0,1044,38.0,282.0,148.0,,,,,,,,
11155.0,1045,23.0,297.0,141.0,,,,,,,,
11177.0,1046,22.0,298.0,119.0,,,,,,,,
11182.0,1047,24.0,296.0,114.0,,,,,,,,
11168.0,1048,24.0,296.0,128.0,,,,,,,,
11171.0,1049,25.0,295.0,125.0,,,,,,,,
11159.0,1050,32.0,288.0,137.0,,,,,,,,
11169.0,1051,38.0,282.0,127.0,,,,,,,,
11171.0,1052,25.0,295.0,125.0,,,,,,,,
11184.0,1053,28.0,292.0,112.0,,,,,,,,
11164.0,1054,34.0,286.0,132.0,,,,,,,,
11163.0,1055,29.0,291.0,133.0,,,,,,,,
11164.0,1056,27.0,293.0,132.0,,,,,,,,
11183.0,1057,22.0,298.0,113.0,,,,,,,,
11168.0,1058,28.0,292.0,128.0,,,,,,,,
11157.0,1059,28.0,292.0,139.0,,,,,,,,
11175.0,1060,26.0,294.0,121.0,,,,,,,,
11183.0,1061,29.0,291.0,113.0,,,,,,,,
11175.0,1062,37.0,283.0,121.0,,,,,,,,
11180.0,1063,34.0,286.0,116.0,,,,,,,,
11155.0,1064,28.0,292.0,141.0,,,,,,,,
11154.0,1065,27.0,293.0,142.0,,,,,,,,
11151.0,1066,21.0,299.0,145.0,,,,,,,,
11162.0,1067,28.0,292.0,134.0,,,,,,,,
11170.0,1068,35.0,285.0,126.0,,,,,,,,
11162.0,1069,31.0,289.0,134.0,,,,,,,,
11198.0,1070,32.0,288.0,98.0,,,,,,,,
11172.0,1071,25.0,295.0,124.0,,,,,,,,
11168.0,1072,28.0,292.0,128.0,,,,,,,,
11168.0,1073,32.0,288.0,128.0,,,,,,,,
11174.0,1074,33.0,287.0,122.0,,,,,,,,
11165.0,1075,30.0,290.0,131.0,,,,,,,,
11170.0,1076,26.0,294.0,126.0,,,,,,,,
11167.0,1077,24.0,296.0,129.0,,,,,,,,
11175.0,1078,30.0,290.0,121.0,,,,,,,,
11155.0,1079,18.0,302.0,141.0,,,,,,,,
11158.0,1080,28.0,292.0,138.0,,,,,,,,
11171.0,1081,30.0,290.0,125.0,,,,,,,,
11173.0,1082,32.0,288.0,123.0,,,,,,,,
11158.0,1083,36.0,284.0,138.0,,,,,,,,
11163.0,1084,20.0,300.0,133.0,,,,,,,,
11169.0,1085,27.0,293.0,127.0,,,,,,,,
11175.0,1086,33.0,287.0,121.0,,,,,,,,
11182.0,1087,40.0,280.0,114.0,,,,,,,,
11152.0,1088,26.0,294.0,144.0,,,,,,,,
11146.0,1089,28.0,292.0,150.0,,,,,,,,
11165.0,1090,27.0,293.0,131.0,,,,,,,,
11161.0,1091,21.0,299.0,135.0,,,,,,,,
11151.0,1092,25.0,295.0,145.0,,,,,,,,
11179.0,1093,25.0,295.0,117.0,,,,,,,,
11167.0,1094,29.0,291.0,129.0,,,,,,,,
11161.0,1095,27.0,293.0,135.0,,,,,,,,
11181.0,1096,34.0,286.0,115.0,,,,,,,,
11162.0,1097,25.0,295.0,134.0,,,,,,,,
11159.0,1098,31.0,289.0,137.0,,,,,,,,
11173.0,1099,24.0,296.0,123.0,,,,,,,,
11202.0,1100,26.0,294.0,94.0,,,,,,,,
11151.0,1101,32.0,288.0,145.0,,,,,,,,
11165.0,1102,33.0,287.0,131.0,,,,,,,,
11149.0,1103,21.0,299.0,147.0,,,,,,,,
11182.0,1104,33.0,287.0,114.0,,,,,,,,
11171.0,1105,30.0,290.0,125.0,,,,,,,,
11189.0,1106,28.0,292.0,107.0,,,,,,,,
11195.0,1107,29.0,291.0,101.0,,,,,,,,
11174.0,1108,30.0,290.0,122.0,,,,,,,,
11179.0,1109,29.0,291.0,117.0,,,,,,,,
11167.0,1110,31.0,289.0,129.0,,,,,,,,
11171.0,1111,32.0,288.0,125.0,,,,,,,,
11176.0,1112,24.0,296.0,120.0,,,,,,,,
11180.0,1113,34.0,286.0,116.0,,,,,,,,
11180.0,1114,26.0,294.0,116.0,,,,,,,,
11155.0,1115,35.0,285.0,141.0,,,,,,,,
11149.0,1116,25.0,295.0,147.0,,,,,,,,
11177.0,1117,33.0,287.0,119.0,,,,,,,,
11162.0,1118,28.0,292.0,134.0,,,,,,,,
11191.0,1119,30.0,290.0,105.0,,,,,,,,
11161.0,1120,27.0,293.0,135.0,,,,,,,,
11170.0,1121,28.0,292.0,126.0,,,,,,,,
11181.0,1122,31.0,289.0,115.0,,,,,,,,
11177.0,1123,28.0,292.0,119.0,,,,,,,,
11141.0,1124,26.0,294.0,155.0,,,,,,,,
11156.0,1125,25.0,295.0,140.0,,,,,,,,
11168.0,1126,27.0,293.0,128.0,,,,,,,,
11186.0,1127,27.0,293.0,110.0,,,,,,,,
11176.0,1128,28.0,292.0,120.0,,,,,,,,
11172.0,1129,27.0,293.0,124.0,,,,,,,,
11165.0,1130,29.0,291.0,131.0,,,,,,,,
11176.0,1131,31.0,289.0,120.0,,,,,,,,
11167.0,1132,23.0,297.0,129.0,,,,,,,,
11180.0,1133,29.0,291.0,116.0,,,,,,,,
11173.0,1134,33.0,287.0,123.0,,,,,,,,
11165.0,1135,30.0,290.0,131.0,,,,,,,,
11160.0,1136,45.0,275.0,136.0,,,,,,,,
11182.0,1137,34.0,286.0,114.0,,,,,,,,
11182.0,1138,28.0,292.0,114.0,,,,,,,,
11186.0,1139,34.0,286.0,110.0,,,,,,,,
11180.0,1140,32.0,288.0,116.0,,,,,,,,
11159.0,1141,31.0,289.0,137.0,,,,,,,,
11165.0,1142,22.0,298.0,131.0,,,,,,,,
11154.0,1143,23.0,297.0,142.0,,,,,,,,
11164.0,1144,29.0,291.0,132.0,,,,,,,,
11142.0,1145,27.0,293.0,154.0,,,,,,,,
11161.0,1146,32.0,288.0,135.0,,,,,,,,
11196.0,1147,26.0,294.0,100.0,,,,,,,,
11154.0,1148,25.0,295.0,142.0,,,,,,,,
11186.0,1149,24.0,296.0,110.0,,,,,,,,
11162.0,1150,38.0,282.0,134.0,,,,,,,,
11175.0,1151,24.0,296.0,121.0,,,,,,,,
11155.0,1152,31.0,289.0,141.0,,,,,,,,
11182.0,1153,24.0,296.0,114.0,,,,,,,,
11188.0,1154,29.0,291.0,108.0,,,,,,,,
11192.0,1155,32.0,288.0,104.0,,,,,,,,
11155.0,1156,30.0,290.0,141.0,,,,,,,,
11189.0,1157,26.0,294.0,107.0,,,,,,,,
11175.0,1158,24.0,296.0,121.0,,,,,,,,
11174.0,1159,29.0,291.0,122.0,,,,,,,,
11151.0,1160,36.0,284.0,145.0,,,,,,,,
11173.0,1161,34.0,286.0,123.0,,,,,,,,
11194.0,1162,35.0,285.0,102.0,,,,,,,,
11178.0,1163,27.0,293.0,118.0,,,,,,,,
11143.0,1164,36.0,284.0,153.0,,,,,,,,
11192.0,1165,19.0,301.0,104.0,,,,,,,,
11172.0,1166,32.0,288.0,124.0,,,,,,,,
11156.0,1167,24.0,296.0,140.0,,,,,,,,
11175.0,1168,21.0,299.0,121.0,,,,,,,,
11184.0,1169,28.0,292.0,112.0,,,,,,,,
11164.0,1170,35.0,285.0,132.0,,,,,,,,
11174.0,1171,32.0,288.0,122.0,,,,,,,,
11161.0,1172,22.0,298.0,135.0,,,,,,,,
11187.0,1173,33.0,287.0,109.0,,,,,,,,
11191.0,1174,32.0,288.0,105.0,,,,,,,,
11141.0,1175,35.0,285.0,155.0,,,,,,,,
11162.0,1176,31.0,289.0,134.0,,,,,,,,
11161.0,1177,29.0,291.0,135.0,,,,,,,,
11165.0,1178,28.0,292.0,131.0,,,,,,,,
11173.0,1179,36.0,284.0,123.0,,,,,,,,
11170.0,1180,22.0,298.0,126.0,,,,,,,,
11166.0,1181,27.0,293.0,130.0,,,,,,,,
11167.0,1182,24.0,296.0,129.0,,,,,,,,
11191.0,1183,24.0,296.0,105.0,,,,,,,,
11180.0,1184,26.0,294.0,116.0,,,,,,,,
11172.0,1185,33.0,287.0,124.0,,,,,,,,
11194.0,1186,39.0,281.0,102.0,,,,,,,,
11185.0,1187,35.0,285.0,111.0,,,,,,,,
11178.0,1188,36.0,284.0,118.0,,,,,,,,
11195.0,1189,31.0,289.0,101.0,,,,,,,,
11166.0,1190,22.0,298.0,130.0,,,,,,,,
11173.0,1191,16.0,304.0,123.0,,,,,,,,
11176.0,1192,27.0,293.0,120.0,,,,,,,,
11142.0,1193,26.0,294.0,154.0,,,,,,,,
11172.0,1194,29.0,291.0,124.0,,,,,,,,
11174.0,1195,20.0,300.0,122.0,,,,,,,,
11152.0,1196,34.0,286.0,144.0,,,,,,,,
11158.0,1197,30.0,290.0,138.0,,,,,,,,
11166.0,1198,32.0,288.0,130.0,,,,,,,,
11175.0,1199,28.0,292.0,121.0,,,,,,,,
11159.0,1200,30.0,290.0,137.0,,,,,,,,
11172.0,1201,32.0,288.0,124.0,,,,,,,,
11148.0,1202,31.0,289.0,148.0,,,,,,,,
11176.0,1203,29.0,291.0,120.0,,,,,,,,
11158.0,1204,40.0,280.0,138.0,,,,,,,,
11167.0,1205,34.0,286.0,129.0,,,,,,,,
11196.0,1206,27.0,293.0,100.0,,,,,,,,
11177.0,1207,27.0,293.0,119.0,,,,,,,,
11167.0,1208,31.0,289.0,129.0,,,,,,,,
11171.0,1209,29.0,291.0,125.0,,,,,,,,
11177.0,1210,28.0,292.0,119.0,,,,,,,,
11155.0,1211,18.0,302.0,141.0,,,,,,,,
11206.0,1212,31.0,289.0,90.0,,,,,,,,
11179.0,1213,27.0,293.0,117.0,,,,,,,,
11155.0,1214,28.0,292.0,141.0,,,,,,,,
11177.0,1215,32.0,288.0,119.0,,,,,,,,
11165.0,1216,33.0,287.0,131.0,,,,,,,,
11141.0,1217,27.0,293.0,155.0,,,,,,,,
11162.0,1218,30.0,290.0,134.0,,,,,,,,
11166.0,1219,36.0,284.0,130.0,,,,,,,,
11180.0,1220,35.0,285.0,116.0,,,,,,,,
11182.0,1221,36.0,284.0,114.0,,,,,,,,
11170.0,1222,24.0,296.0,126.0,,,,,,,,
11171.0,1223,21.0,299.0,125.0,,,,,,,,
11188.0,1224,29.0,291.0,108.0,,,,,,,,
11186.0,1225,35.0,285.0,110.0,,,,,,,,
11157.0,1226,34.0,286.0,139.0,,,,,,,,
11163.0,1227,20.0,300.0,133.0,,,,,,,,
11172.0,1228,35.0,285.0,124.0,,,,,,,,
11165.0,1229,32.0,288.0,131.0,,,,,,,,
11186.0,1230,34.0,286.0,110.0,,,,,,,,
11169.0,1231,40.0,280.0,127.0,,,,,,,,
11158.0,1232,25.0,295.0,138.0,,,,,,,,
11181.0,1233,33.0,287.0,115.0,,,,,,,,
11190.0,1234,27.0,293.0,106.0,,,,,,,,
11174.0,1235,22.0,298.0,122.0,,,,,,,,
11176.0,1236,22.0,298.0,120.0,,,,,,,,
11153.0,1237,37.0,283.0,143.0,,,,,,,,
11167.0,1238,27.0,293.0,129.0,,,,,,,,
11148.0,1239,33.0,287.0,148.0,,,,,,,,
11181.0,1240,32.0,288.0,115.0,,,,,,,,
11163.0,1241,34.0,286.0,133.0,,,,,,,,
11164.0,1242,33.0,287.0,132.0,,,,,,,,
11140.0,1243,34.0,286.0,156.0,,,,,,,,
11147.0,1244,28.0,292.0,149.0,,,,,,,,
11155.0,1245,31.0,289.0,141.0,,,,,,,,
11158.0,1246,27.0,293.0,138.0,,,,,,,,
11174.0,1247,34.0,286.0,122.0,,,,,,,,
11160.0,1248,33.0,287.0,136.0,,,,,,,,
11167.0,1249,27.0,293.0,129.0,,,,,,,,
11171.0,1250,30.0,290.0,125.0,,,,,,,,
11155.0,1251,31.0,289.0,141.0,,,,,,,,
11171.0,1252,28.0,292.0,125.0,,,,,,,,
11179.0,1253,31.0,289.0,117.0,,,,,,,,
11166.0,1254,17.0,303.0,130.0,,,,,,,,
11159.0,1255,33.0,287.0,137.0,,,,,,,,
11174.0,1256,27.0,293.0,122.0,,,,,,,,
11146.0,1257,26.0,294.0,150.0,,,,,,,,
11164.0,1258,24.0,296.0,132.0,,,,,,,,
11176.0,1259,22.0,298.0,120.0,,,,,,,,
11191.0,1260,30.0,290.0,105.0,,,,,,,,
11185.0,1261,30.0,290.0,111.0,,,,,,,,
11156.0,1262,38.0,282.0,140.0,,,,,,,,
11178.0,1263,31.0,289.0,118.0,,,,,,,,
11158.0,1264,28.0,292.0,138.0,,,,,,,,
11172.0,1265,26.0,294.0,124.0,,,,,,,,
11173.0,1266,28.0,292.0,123.0,,,,,,,,
11164.0,1267,30.0,290.0,132.0,,,,,,,,
11193.0,1268,25.0,295.0,103.0,,,,,,,,
11182.0,1269,25.0,295.0,114.0,,,,,,,,
11166.0,1270,41.0,279.0,130.0,,,,,,,,
11160.0,1271,29.0,291.0,136.0,,,,,,,,
11156.0,1272,35.0,285.0,140.0,,,,,,,,
11186.0,1273,35.0,285.0,110.0,,,,,,,,
11144.0,1274,33.0,287.0,152.0,,,,,,,,
11174.0,1275,27.0,293.0,122.0,,,,,,,,
11173.0,1276,28.0,292.0,123.0,,,,,,,,
11180.0,1277,25.0,295.0,116.0,,,,,,,,
11176.0,1278,27.0,293.0,120.0,,,,,,,,
11163.0,1279,23.0,297.0,133.0,,,,,,,,
11172.0,1280,30.0,290.0,124.0,,,,,,,,
11146.0,1281,31.0,289.0,150.0,,,,,,,,
11173.0,1282,26.0,294.0,123.0,,,,,,,,
11175.0,1283,25.0,295.0,121.0,,,,,,,,
11170.0,1284,32.0,288.0,126.0,,,,,,,,
11162.0,1285,26.0,294.0,134.0,,,,,,,,
11182.0,1286,36.0,284.0,114.0,,,,,,,,
11180.0,1287,29.0,291.0,116.0,,,,,,,,
11168.0,1288,24.0,296.0,128.0,,,,,,,,
11162.0,1289,25.0,295.0,134.0,,,,,,,,
11203.0,1290,27.0,293.0,93.0,,,,,,,,
11182.0,1291,34.0,286.0,114.0,,,,,,,,
11186.0,1292,32.0,288.0,110.0,,,,,,,,
11192.0,1293,28.0,292.0,104.0,,,,,,,,
11163.0,1294,39.0,281.0,133.0,,,,,,,,
11174.0,1295,31.0,289.0,122.0,,,,,,,,
11173.0,1296,29.0,291.0,123.0,,,,,,,,
11168.0,1297,29.0,291.0,128.0,,,,,,,,
11167.0,1298,27.0,293.0,129.0,,,,,,,,
11179.0,1299,21.0,299.0,117.0,,,,,,,,
11189.0,1300,29.0,291.0,107.0,,,,,,,,
11156.0,1301,24.0,296.0,140.0,,,,,,,,
11163.0,1302,27.0,293.0,133.0,,,,,,,,
11179.0,1303,21.0,299.0,117.0,,,,,,,,
11181.0,1304,26.0,294.0,115.0,,,,,,,,
11172.0,1305,33.0,287.0,124.0,,,,,,,,
11166.0,1306,22.0,298.0,130.0,,,,,,,,
11185.0,1307,17.0,303.0,111.0,,,,,,,,
11176.0,1308,23.0,297.0,120.0,,,,,,,,
11161.0,1309,22.0,298.0,135.0,,,,,,,,
11172.0,1310,28.0,292.0,124.0,,,,,,,,
11167.0,1311,29.0,291.0,129.0,,,,,,,,
11155.0,1312,30.0,290.0,141.0,,,,,,,,
11174.0,1313,29.0,291.0,122.0,,,,,,,,
11163.0,1314,37.0,283.0,133.0,,,,,,,,
11146.0,1315,33.0,287.0,150.0,,,,,,,,
11182.0,1316,21.0,299.0,114.0,,,,,,,,
11169.0,1317,29.0,291.0,127.0,,,,,,,,
11160.0,1318,25.0,295.0,136.0,,,,,,,,
11170.0,1319,28.0,292.0,126.0,,,,,,,,
11170.0,1320,22.0,298.0,126.0,,,,,,,,
11164.0,1321,30.0,290.0,132.0,,,,,,,,
11173.0,1322,25.0,295.0,123.0,,,,,,,,
11160.0,1323,25.0,295.0,136.0,,,,,,,,
11162.0,1324,19.0,301.0,134.0,,,,,,,,
11177.0,1325,28.0,292.0,119.0,,,,,,,,
11159.0,1326,20.0,300.0,137.0,,,,,,,,
11184.0,1327,27.0,293.0,112.0,,,,,,,,
11175.0,1328,34.0,286.0,121.0,,,,,,,,
11148.0,1329,30.0,290.0,148.0,,,,,,,,
11171.0,1330,31.0,289.0,125.0,,,,,,,,
11173.0,1331,27.0,293.0,123.0,,,,,,,,
11158.0,1332,23.0,297.0,138.0,,,,,,,,
11189.0,1333,24.0,296.0,107.0,,,,,,,,
11180.0,1334,23.0,297.0,116.0,,,,,,,,
11173.0,1335,36.0,284.0,123.0,,,,,,,,
11177.0,1336,26.0,294.0,119.0,,,,,,,,
11168.0,1337,30.0,290.0,128.0,,,,,,,,
11165.0,1338,36.0,284.0,131.0,,,,,,,,
11185.0,1339,31.0,289.0,111.0,,,,,,,,
11169.0,1340,27.0,293.0,127.0,,,,,,,,
11150.0,1341,39.0,281.0,146.0,,,,,,,,
11167.0,1342,30.0,290.0,129.0,,,,,,,,
11172.0,1343,25.0,295.0,124.0,,,,,,,,
11168.0,1344,34.0,286.0,128.0,,,,,,,,
11166.0,1345,35.0,285.0,130.0,,,,,,,,
11145.0,1346,41.0,279.0,151.0,,,,,,,,
11162.0,1347,32.0,288.0,134.0,,,,,,,,
11166.0,1348,27.0,293.0,130.0,,,,,,,,
11192.0,1349,35.0,285.0,104.0,,,,,,,,
11174.0,1350,24.0,296.0,122.0,,,,,,,,
11165.0,1351,31.0,289.0,131.0,,,,,,,,
11173.0,1352,33.0,287.0,123.0,,,,,,,,
11185.0,1353,27.0,293.0,111.0,,,,,,,,
11174.0,1354,32.0,288.0,122.0,,,,,,,,
11174.0,1355,31.0,289.0,122.0,,,,,,,,
11175.0,1356,23.0,297.0,121.0,,,,,,,,
11155.0,1357,38.0,282.0,141.0,,,,,,,,
11191.0,1358,35.0,285.0,105.0,,,,,,,,
11177.0,1359,28.0,292.0,119.0,,,,,,,,
11186.0,1360,31.0,289.0,110.0,,,,,,,,
11181.0,1361,32.0,288.0,115.0,,,,,,,,
11150.0,1362,25.0,295.0,146.0,,,,,,,,
11185.0,1363,19.0,301.0,111.0,,,,,,,,
11178.0,1364,27.0,293.0,118.0,,,,,,,,
11153.0,1365,33.0,287.0,143.0,,,,,,,,
11178.0,1366,28.0,292.0,118.0,,,,,,,,
11173.0,1367,36.0,284.0,123.0,,,,,,,,
11148.0,1368,38.0,282.0,148.0,,,,,,,,
11146.0,1369,35.0,285.0,150.0,,,,,,,,
11174.0,1370,26.0,294.0,122.0,,,,,,,,
11169.0,1371,29.0,291.0,127.0,,,,,,,,
11161.0,1372,31.0,289.0,135.0,,,,,,,,
11180.0,1373,29.0,291.0,116.0,,,,,,,,
11181.0,1374,37.0,283.0,115.0,,,,,,,,
11155.0,1375,31.0,289.0,141.0,,,,,,,,
11169.0,1376,42.0,278.0,127.0,,,,,,,,
11157.0,1377,27.0,293.0,139.0,,,,,,,,
11180.0,1378,35.0,285.0,116.0,,,,,,,,
11178.0,1379,33.0,287.0,118.0,,,,,,,,
11161.0,1380,20.0,300.0,135.0,,,,,,,,
11185.0,1381,39.0,281.0,111.0,,,,,,,,
11146.0,1382,22.0,298.0,150.0,,,,,,,,
11164.0,1383,24.0,296.0,132.0,,,,,,,,
11167.0,1384,26.0,294.0,129.0,,,,,,,,
11170.0,1385,35.0,285.0,126.0,,,,,,,,
11180.0,1386,29.0,291.0,116.0,,,,,,,,
11177.0,1387,34.0,286.0,119.0,,,,,,,,
11180.0,1388,26.0,294.0,116.0,,,,,,,,
11162.0,1389,22.0,298.0,134.0,,,,,,,,
11171.0,1390,32.0,288.0,125.0,,,,,,,,
11167.0,1391,40.0,280.0,129.0,,,,,,,,
11178.0,1392,24.0,296.0,118.0,,,,,,,,
11188.0,1393,28.0,292.0,108.0,,,,,,,,
11174.0,1394,30.0,290.0,122.0,,,,,,,,
11177.0,1395,26.0,294.0,119.0,,,,,,,,
11149.0,1396,33.0,287.0,147.0,,,,,,,,
11177.0,1397,28.0,292.0,119.0,,,,,,,,
11153.0,1398,30.0,290.0,143.0,,,,,,,,
11148.0,1399,27.0,293.0,148.0,,,,,,,,
11188.0,1400,23.0,297.0,108.0,,,,,,,,
11167.0,1401,18.0,302.0,129.0,,,,,,,,
11165.0,1402,35.0,285.0,131.0,,,,,,,,
11194.0,1403,34.0,286.0,102.0,,,,,,,,
11170.0,1404,29.0,291.0,126.0,,,,,,,,
11168.0,1405,27.0,293.0,128.0,,,,,,,,
11167.0,1406,26.0,294.0,129.0,,,,,,,,
11170.0,1407,18.0,302.0,126.0,,,,,,,,
11167.0,1408,30.0,290.0,129.0,,,,,,,,
11162.0,1409,22.0,298.0,134.0,,,,,,,,
11173.0,1410,32.0,288.0,123.0,,,,,,,,
11170.0,1411,26.0,294.0,126.0,,,,,,,,
11164.0,1412,40.0,280.0,132.0,,,,,,,,
11169.0,1413,41.0,279.0,127.0,,,,,,,,
11172.0,1414,29.0,291.0,124.0,,,,,,,,
11160.0,1415,32.0,288.0,136.0,,,,,,,,
11166.0,1416,33.0,287.0,130.0,,,,,,,,
11175.0,1417,26.0,294.0,121.0,,,,,,,,
11162.0,1418,20.0,300.0,134.0,,,,,,,,
11152.0,1419,40.0,280.0,144.0,,,,,,,,
11191.0,1420,31.0,289.0,105.0,,,,,,,,
11167.0,1421,30.0,290.0,129.0,,,,,,,,
11158.0,1422,31.0,289.0,138.0,,,,,,,,
11170.0,1423,32.0,288.0,126.0,,,,,,,,
11181.0,1424,26.0,294.0,115.0,,,,,,,,
11163.0,1425,33.0,287.0,133.0,,,,,,,,
11182.0,1426,32.0,288.0,114.0,,,,,,,,
11165.0,1427,25.0,295.0,131.0,,,,,,,,
11183.0,1428,31.0,289.0,113.0,,,,,,,,
11179.0,1429,36.0,284.0,117.0,,,,,,,,
11155.0,1430,20.0,300.0,141.0,,,,,,,,
11159.0,1431,30.0,290.0,137.0,,,,,,,,
11174.0,1432,33.0,287.0,122.0,,,,,,,,
11172.0,1433,25.0,295.0,124.0,,,,,,,,
11181.0,1434,31.0,289.0,115.0,,,,,,,,
11147.0,1435,42.0,278.0,149.0,,,,,,,,
11149.0,1436,24.0,296.0,147.0,,,,,,,,
11201.0,1437,31.0,289.0,95.0,,,,,,,,
11186.0,1438,27.0,293.0,110.0,,,,,,,,
11173.0,1439,29.0,291.0,123.0,,,,,,,,
11163.0,1440,33.0,287.0,133.0,,,,,,,,
11171.0,1441,43.0,277.0,125.0,,,,,,,,
11183.0,1442,32.0,288.0,113.0,,,,,,,,
11171.0,1443,31.0,289.0,125.0,,,,,,,,
11162.0,1444,30.0,290.0,134.0,,,,,,,,
11173.0,1445,44.0,276.0,123.0,,,,,,,,
11153.0,1446,31.0,289.0,143.0,,,,,,,,
11165.0,1447,32.0,288.0,131.0,,,,,,,,
11165.0,1448,35.0,285.0,131.0,,,,,,,,
11166.0,1449,30.0,290.0,130.0,,,,,,,,
11165.0,1450,34.0,286.0,131.0,,,,,,,,
11177.0,1451,34.0,286.0,119.0,,,,,,,,
11168.0,1452,34.0,286.0,128.0,,,,,,,,
11181.0,1453,38.0,282.0,115.0,,,,,,,,
11172.0,1454,34.0,286.0,124.0,,,,,,,,
11177.0,1455,31.0,289.0,119.0,,,,,,,,
11187.0,1456,28.0,292.0,109.0,,,,,,,,
11165.0,1457,25.0,295.0,131.0,,,,,,,,
11180.0,1458,32.0,288.0,116.0,,,,,,,,
11158.0,1459,28.0,292.0,138.0,,,,,,,,
11180.0,1460,26.0,294.0,116.0,,,,,,,,
11163.0,1461,32.0,288.0,133.0,,,,,,,,
11185.0,1462,37.0,283.0,111.0,,,,,,,,
11156.0,1463,40.0,280.0,140.0,,,,,,,,
11161.0,1464,40.0,280.0,135.0,,,,,,,,
11159.0,1465,19.0,301.0,137.0,,,,,,,,
11176.0,1466,33.0,287.0,120.0,,,,,,,,
11163.0,1467,28.0,292.0,133.0,,,,,,,,
11174.0,1468,29.0,291.0,122.0,,,,,,,,
11176.0,1469,35.0,285.0,120.0,,,,,,,,
11165.0,1470,26.0,294.0,131.0,,,,,,,,
11166.0,1471,24.0,296.0,130.0,,,,,,,,
11169.0,1472,30.0,290.0,127.0,,,,,,,,
11184.0,1473,29.0,291.0,112.0,,,,,,,,
11183.0,1474,23.0,297.0,113.0,,,,,,,,
11189.0,1475,16.0,304.0,107.0,,,,,,,,
11163.0,1476,28.0,292.0,133.0,,,,,,,,
11171.0,1477,34.0,286.0,125.0,,,,,,,,
11171.0,1478,29.0,291.0,125.0,,,,,,,,
11161.0,1479,31.0,289.0,135.0,,,,,,,,
11189.0,1480,33.0,287.0,107.0,,,,,,,,
11173.0,1481,25.0,295.0,123.0,,,,,,,,
11152.0,1482,26.0,294.0,144.0,,,,,,,,
11175.0,1483,25.0,295.0,121.0,,,,,,,,
11163.0,1484,27.0,293.0,133.0,,,,,,,,
11166.0,1485,29.0,291.0,130.0,,,,,,,,
11160.0,1486,27.0,293.0,136.0,,,,,,,,
11159.0,1487,23.0,297.0,137.0,,,,,,,,
11166.0,1488,41.0,279.0,130.0,,,,,,,,
11163.0,1489,33.0,287.0,133.0,,,,,,,,
11181.0,1490,25.0,295.0,115.0,,,,,,,,
11178.0,1491,22.0,298.0,118.0,,,,,,,,
11188.0,1492,25.0,295.0,108.0,,,,,,,,
11165.0,1493,23.0,297.0,131.0,,,,,,,,
11154.0,1494,32.0,288.0,142.0,,,,,,,,
11170.0,1495,34.0,286.0,126.0,,,,,,,,
11164.0,1496,20.0,300.0,132.0,,,,,,,,
11162.0,1497,30.0,290.0,134.0,,,,,,,,
11175.0,1498,23.0,297.0,121.0,,,,,,,,
11171.0,1499,29.0,291.0,125.0,,,,,,,,
11149.0,1500,28.0,292.0,147.0,,,,,,,,
11157.0,1501,20.0,300.0,139.0,,,,,,,,
11160.0,1502,20.0,300.0,136.0,,,,,,,,
11187.0,1503,26.0,294.0,109.0,,,,,,,,
11174.0,1504,29.0,291.0,122.0,,,,,,,,
11193.0,1505,34.0,286.0,103.0,,,,,,,,
