valid_tp_step,step,valid_tn_step,valid_fn_step,valid_fp_step,valid_WAcc,epoch,valid_tp_epoch,valid_fp_epoch,valid_F1,valid_tn_epoch,valid_fn_epoch,valid_Loss
151.0,482,7296.0,0.0,4169.0,,,,,,,,
169.0,483,7295.0,1.0,4151.0,,,,,,,,
154.0,484,7295.0,1.0,4166.0,,,,,,,,
142.0,485,7295.0,1.0,4178.0,,,,,,,,
158.0,486,7296.0,0.0,4162.0,,,,,,,,
167.0,487,7296.0,0.0,4153.0,,,,,,,,
141.0,488,7295.0,1.0,4179.0,,,,,,,,
157.0,489,7292.0,4.0,4163.0,,,,,,,,
174.0,490,7296.0,0.0,4146.0,,,,,,,,
168.0,491,7296.0,0.0,4152.0,,,,,,,,
164.0,492,7296.0,0.0,4156.0,,,,,,,,
172.0,493,7296.0,0.0,4148.0,,,,,,,,
153.0,494,7296.0,0.0,4167.0,,,,,,,,
147.0,495,7296.0,0.0,4173.0,,,,,,,,
163.0,496,7295.0,1.0,4157.0,,,,,,,,
133.0,497,7295.0,1.0,4187.0,,,,,,,,
137.0,498,7296.0,0.0,4183.0,,,,,,,,
183.0,499,7296.0,0.0,4137.0,,,,,,,,
157.0,500,7294.0,2.0,4163.0,,,,,,,,
157.0,501,7296.0,0.0,4163.0,,,,,,,,
155.0,502,7296.0,0.0,4165.0,,,,,,,,
162.0,503,7296.0,0.0,4158.0,,,,,,,,
164.0,504,7295.0,1.0,4156.0,,,,,,,,
144.0,505,7294.0,2.0,4176.0,,,,,,,,
167.0,506,7295.0,1.0,4153.0,,,,,,,,
159.0,507,7295.0,1.0,4161.0,,,,,,,,
146.0,508,7295.0,1.0,4174.0,,,,,,,,
160.0,509,7296.0,0.0,4160.0,,,,,,,,
169.0,510,7295.0,1.0,4151.0,,,,,,,,
147.0,511,7295.0,1.0,4173.0,,,,,,,,
160.0,512,7295.0,1.0,4160.0,,,,,,,,
178.0,513,7296.0,0.0,4142.0,,,,,,,,
166.0,514,7296.0,0.0,4154.0,,,,,,,,
166.0,515,7296.0,0.0,4154.0,,,,,,,,
158.0,516,7296.0,0.0,4162.0,,,,,,,,
170.0,517,7296.0,0.0,4150.0,,,,,,,,
153.0,518,7295.0,1.0,4167.0,,,,,,,,
169.0,519,7295.0,1.0,4151.0,,,,,,,,
177.0,520,7296.0,0.0,4143.0,,,,,,,,
148.0,521,7296.0,0.0,4172.0,,,,,,,,
161.0,522,7295.0,1.0,4159.0,,,,,,,,
152.0,523,7296.0,0.0,4168.0,,,,,,,,
147.0,524,7295.0,1.0,4173.0,,,,,,,,
157.0,525,7296.0,0.0,4163.0,,,,,,,,
189.0,526,7296.0,0.0,4131.0,,,,,,,,
169.0,527,7296.0,0.0,4151.0,,,,,,,,
151.0,528,7295.0,1.0,4169.0,,,,,,,,
141.0,529,7296.0,0.0,4179.0,,,,,,,,
167.0,530,7296.0,0.0,4153.0,,,,,,,,
142.0,531,7296.0,0.0,4178.0,,,,,,,,
143.0,532,7295.0,1.0,4177.0,,,,,,,,
136.0,533,7294.0,2.0,4184.0,,,,,,,,
149.0,534,7296.0,0.0,4171.0,,,,,,,,
166.0,535,7296.0,0.0,4154.0,,,,,,,,
153.0,536,7295.0,1.0,4167.0,,,,,,,,
151.0,537,7296.0,0.0,4169.0,,,,,,,,
155.0,538,7296.0,0.0,4165.0,,,,,,,,
156.0,539,7294.0,2.0,4164.0,,,,,,,,
163.0,540,7296.0,0.0,4157.0,,,,,,,,
173.0,541,7296.0,0.0,4147.0,,,,,,,,
139.0,542,7294.0,2.0,4181.0,,,,,,,,
111.0,543,7296.0,0.0,4209.0,,,,,,,,
170.0,544,7296.0,0.0,4150.0,,,,,,,,
152.0,545,7295.0,1.0,4168.0,,,,,,,,
151.0,546,7295.0,1.0,4169.0,,,,,,,,
138.0,547,7296.0,0.0,4182.0,,,,,,,,
163.0,548,7295.0,1.0,4157.0,,,,,,,,
162.0,549,7296.0,0.0,4158.0,,,,,,,,
149.0,550,7296.0,0.0,4171.0,,,,,,,,
160.0,551,7296.0,0.0,4160.0,,,,,,,,
154.0,552,7296.0,0.0,4166.0,,,,,,,,
139.0,553,7296.0,0.0,4181.0,,,,,,,,
165.0,554,7296.0,0.0,4155.0,,,,,,,,
153.0,555,7296.0,0.0,4167.0,,,,,,,,
156.0,556,7295.0,1.0,4164.0,,,,,,,,
162.0,557,7296.0,0.0,4158.0,,,,,,,,
138.0,558,7296.0,0.0,4182.0,,,,,,,,
141.0,559,7296.0,0.0,4179.0,,,,,,,,
152.0,560,7295.0,1.0,4168.0,,,,,,,,
150.0,561,7295.0,1.0,4170.0,,,,,,,,
152.0,562,7296.0,0.0,4168.0,,,,,,,,
152.0,563,7294.0,2.0,4168.0,,,,,,,,
151.0,564,7295.0,1.0,4169.0,,,,,,,,
150.0,565,7295.0,1.0,4170.0,,,,,,,,
145.0,566,7296.0,0.0,4175.0,,,,,,,,
174.0,567,7296.0,0.0,4146.0,,,,,,,,
180.0,568,7295.0,1.0,4140.0,,,,,,,,
149.0,569,7296.0,0.0,4171.0,,,,,,,,
150.0,570,7296.0,0.0,4170.0,,,,,,,,
172.0,571,7296.0,0.0,4148.0,,,,,,,,
156.0,572,7296.0,0.0,4164.0,,,,,,,,
173.0,573,7296.0,0.0,4147.0,,,,,,,,
133.0,574,7295.0,1.0,4187.0,,,,,,,,
170.0,575,7296.0,0.0,4150.0,,,,,,,,
143.0,576,7296.0,0.0,4177.0,,,,,,,,
149.0,577,7296.0,0.0,4171.0,,,,,,,,
162.0,578,7296.0,0.0,4158.0,,,,,,,,
138.0,579,7295.0,1.0,4182.0,,,,,,,,
178.0,580,7296.0,0.0,4142.0,,,,,,,,
161.0,581,7296.0,0.0,4159.0,,,,,,,,
127.0,582,7296.0,0.0,4193.0,,,,,,,,
160.0,583,7296.0,0.0,4160.0,,,,,,,,
158.0,584,7296.0,0.0,4162.0,,,,,,,,
144.0,585,7296.0,0.0,4176.0,,,,,,,,
164.0,586,7295.0,1.0,4156.0,,,,,,,,
148.0,587,7295.0,1.0,4172.0,,,,,,,,
134.0,588,7296.0,0.0,4186.0,,,,,,,,
167.0,589,7296.0,0.0,4153.0,,,,,,,,
170.0,590,7296.0,0.0,4150.0,,,,,,,,
135.0,591,7296.0,0.0,4185.0,,,,,,,,
147.0,592,7296.0,0.0,4173.0,,,,,,,,
179.0,593,7295.0,1.0,4141.0,,,,,,,,
148.0,594,7296.0,0.0,4172.0,,,,,,,,
158.0,595,7296.0,0.0,4162.0,,,,,,,,
153.0,596,7295.0,1.0,4167.0,,,,,,,,
162.0,597,7296.0,0.0,4158.0,,,,,,,,
142.0,598,7295.0,1.0,4178.0,,,,,,,,
146.0,599,7296.0,0.0,4174.0,,,,,,,,
166.0,600,7295.0,1.0,4154.0,,,,,,,,
128.0,601,7296.0,0.0,4192.0,,,,,,,,
166.0,602,7296.0,0.0,4154.0,,,,,,,,
156.0,603,7296.0,0.0,4164.0,,,,,,,,
150.0,604,7296.0,0.0,4170.0,,,,,,,,
144.0,605,7296.0,0.0,4176.0,,,,,,,,
118.0,606,7296.0,0.0,4202.0,,,,,,,,
150.0,607,7296.0,0.0,4170.0,,,,,,,,
188.0,608,7296.0,0.0,4132.0,,,,,,,,
154.0,609,7295.0,1.0,4166.0,,,,,,,,
155.0,610,7296.0,0.0,4165.0,,,,,,,,
153.0,611,7296.0,0.0,4167.0,,,,,,,,
153.0,612,7296.0,0.0,4167.0,,,,,,,,
151.0,613,7295.0,1.0,4169.0,,,,,,,,
160.0,614,7296.0,0.0,4160.0,,,,,,,,
160.0,615,7294.0,2.0,4160.0,,,,,,,,
150.0,616,7294.0,2.0,4170.0,,,,,,,,
153.0,617,7296.0,0.0,4167.0,,,,,,,,
153.0,618,7294.0,2.0,4167.0,,,,,,,,
152.0,619,7294.0,2.0,4168.0,,,,,,,,
169.0,620,7296.0,0.0,4151.0,,,,,,,,
145.0,621,7296.0,0.0,4175.0,,,,,,,,
169.0,622,7296.0,0.0,4151.0,,,,,,,,
147.0,623,7296.0,0.0,4173.0,,,,,,,,
157.0,624,7296.0,0.0,4163.0,,,,,,,,
130.0,625,7295.0,1.0,4190.0,,,,,,,,
169.0,626,7296.0,0.0,4151.0,,,,,,,,
149.0,627,7296.0,0.0,4171.0,,,,,,,,
145.0,628,7295.0,1.0,4175.0,,,,,,,,
168.0,629,7296.0,0.0,4152.0,,,,,,,,
173.0,630,7295.0,1.0,4147.0,,,,,,,,
151.0,631,7294.0,2.0,4169.0,,,,,,,,
147.0,632,7294.0,2.0,4173.0,,,,,,,,
148.0,633,7295.0,1.0,4172.0,,,,,,,,
176.0,634,7294.0,2.0,4144.0,,,,,,,,
159.0,635,7296.0,0.0,4161.0,,,,,,,,
172.0,636,7295.0,1.0,4148.0,,,,,,,,
146.0,637,7296.0,0.0,4174.0,,,,,,,,
175.0,638,7296.0,0.0,4145.0,,,,,,,,
155.0,639,7296.0,0.0,4165.0,,,,,,,,
143.0,640,7296.0,0.0,4177.0,,,,,,,,
166.0,641,7295.0,1.0,4154.0,,,,,,,,
173.0,642,7296.0,0.0,4147.0,,,,,,,,
145.0,643,7296.0,0.0,4175.0,,,,,,,,
155.0,644,7296.0,0.0,4165.0,,,,,,,,
150.0,645,7296.0,0.0,4170.0,,,,,,,,
174.0,646,7296.0,0.0,4146.0,,,,,,,,
146.0,647,7294.0,2.0,4174.0,,,,,,,,
159.0,648,7295.0,1.0,4161.0,,,,,,,,
173.0,649,7296.0,0.0,4147.0,,,,,,,,
172.0,650,7296.0,0.0,4148.0,,,,,,,,
139.0,651,7296.0,0.0,4181.0,,,,,,,,
165.0,652,7296.0,0.0,4155.0,,,,,,,,
173.0,653,7296.0,0.0,4147.0,,,,,,,,
147.0,654,7295.0,1.0,4173.0,,,,,,,,
151.0,655,7294.0,2.0,4169.0,,,,,,,,
165.0,656,7296.0,0.0,4155.0,,,,,,,,
169.0,657,7296.0,0.0,4151.0,,,,,,,,
162.0,658,7296.0,0.0,4158.0,,,,,,,,
154.0,659,7295.0,1.0,4166.0,,,,,,,,
133.0,660,7295.0,1.0,4187.0,,,,,,,,
153.0,661,7295.0,1.0,4167.0,,,,,,,,
149.0,662,7296.0,0.0,4171.0,,,,,,,,
187.0,663,7296.0,0.0,4133.0,,,,,,,,
155.0,664,7296.0,0.0,4165.0,,,,,,,,
146.0,665,7295.0,1.0,4174.0,,,,,,,,
164.0,666,7295.0,1.0,4156.0,,,,,,,,
146.0,667,7296.0,0.0,4174.0,,,,,,,,
163.0,668,7295.0,1.0,4157.0,,,,,,,,
162.0,669,7296.0,0.0,4158.0,,,,,,,,
173.0,670,7294.0,2.0,4147.0,,,,,,,,
159.0,671,7296.0,0.0,4161.0,,,,,,,,
165.0,672,7295.0,1.0,4155.0,,,,,,,,
167.0,673,7295.0,1.0,4153.0,,,,,,,,
145.0,674,7295.0,1.0,4175.0,,,,,,,,
189.0,675,7296.0,0.0,4131.0,,,,,,,,
151.0,676,7296.0,0.0,4169.0,,,,,,,,
157.0,677,7295.0,1.0,4163.0,,,,,,,,
126.0,678,7296.0,0.0,4194.0,,,,,,,,
160.0,679,7296.0,0.0,4160.0,,,,,,,,
143.0,680,7296.0,0.0,4177.0,,,,,,,,
180.0,681,7296.0,0.0,4140.0,,,,,,,,
170.0,682,7296.0,0.0,4150.0,,,,,,,,
159.0,683,7295.0,1.0,4161.0,,,,,,,,
145.0,684,7295.0,1.0,4175.0,,,,,,,,
146.0,685,7296.0,0.0,4174.0,,,,,,,,
181.0,686,7294.0,2.0,4139.0,,,,,,,,
142.0,687,7295.0,1.0,4178.0,,,,,,,,
151.0,688,7295.0,1.0,4169.0,,,,,,,,
144.0,689,7294.0,2.0,4176.0,,,,,,,,
151.0,690,7296.0,0.0,4169.0,,,,,,,,
147.0,691,7296.0,0.0,4173.0,,,,,,,,
139.0,692,7296.0,0.0,4181.0,,,,,,,,
126.0,693,7296.0,0.0,4194.0,,,,,,,,
157.0,694,7294.0,2.0,4163.0,,,,,,,,
167.0,695,7296.0,0.0,4153.0,,,,,,,,
166.0,696,7296.0,0.0,4154.0,,,,,,,,
156.0,697,7296.0,0.0,4164.0,,,,,,,,
155.0,698,7296.0,0.0,4165.0,,,,,,,,
171.0,699,7296.0,0.0,4149.0,,,,,,,,
168.0,700,7295.0,1.0,4152.0,,,,,,,,
151.0,701,7296.0,0.0,4169.0,,,,,,,,
197.0,702,7295.0,1.0,4123.0,,,,,,,,
172.0,703,7294.0,2.0,4148.0,,,,,,,,
145.0,704,7296.0,0.0,4175.0,,,,,,,,
159.0,705,7296.0,0.0,4161.0,,,,,,,,
147.0,706,7295.0,1.0,4173.0,,,,,,,,
168.0,707,7296.0,0.0,4152.0,,,,,,,,
130.0,708,7296.0,0.0,4190.0,,,,,,,,
137.0,709,7296.0,0.0,4183.0,,,,,,,,
172.0,710,7296.0,0.0,4148.0,,,,,,,,
162.0,711,7295.0,1.0,4158.0,,,,,,,,
151.0,712,7296.0,0.0,4169.0,,,,,,,,
152.0,713,7296.0,0.0,4168.0,,,,,,,,
154.0,714,7296.0,0.0,4166.0,,,,,,,,
157.0,715,7296.0,0.0,4163.0,,,,,,,,
151.0,716,7296.0,0.0,4169.0,,,,,,,,
140.0,717,7296.0,0.0,4180.0,,,,,,,,
160.0,718,7295.0,1.0,4160.0,,,,,,,,
151.0,719,7294.0,2.0,4169.0,,,,,,,,
148.0,720,7295.0,1.0,4172.0,,,,,,,,
140.0,721,7296.0,0.0,4180.0,,,,,,,,
156.0,722,7296.0,0.0,4164.0,,,,,,,,
151.0,723,7295.0,1.0,4169.0,,,,,,,,
158.0,724,7296.0,0.0,4162.0,,,,,,,,
146.0,725,7296.0,0.0,4174.0,,,,,,,,
143.0,726,7295.0,1.0,4177.0,,,,,,,,
166.0,727,7296.0,0.0,4154.0,,,,,,,,
145.0,728,7296.0,0.0,4175.0,,,,,,,,
188.0,729,7295.0,1.0,4132.0,,,,,,,,
131.0,730,7295.0,1.0,4189.0,,,,,,,,
159.0,731,7296.0,0.0,4161.0,,,,,,,,
161.0,732,7296.0,0.0,4159.0,,,,,,,,
136.0,733,7296.0,0.0,4184.0,,,,,,,,
153.0,734,7294.0,2.0,4167.0,,,,,,,,
157.0,735,7296.0,0.0,4163.0,,,,,,,,
139.0,736,7295.0,1.0,4181.0,,,,,,,,
168.0,737,7296.0,0.0,4152.0,,,,,,,,
169.0,738,7296.0,0.0,4151.0,,,,,,,,
160.0,739,7296.0,0.0,4160.0,,,,,,,,
154.0,740,7295.0,1.0,4166.0,,,,,,,,
137.0,741,7295.0,1.0,4183.0,,,,,,,,
158.0,742,7295.0,1.0,4162.0,,,,,,,,
165.0,743,7295.0,1.0,4155.0,,,,,,,,
140.0,744,7295.0,1.0,4180.0,,,,,,,,
134.0,745,7295.0,1.0,4186.0,,,,,,,,
162.0,746,7294.0,2.0,4158.0,,,,,,,,
136.0,747,7296.0,0.0,4184.0,,,,,,,,
147.0,748,7296.0,0.0,4173.0,,,,,,,,
169.0,749,7295.0,1.0,4151.0,,,,,,,,
140.0,750,7295.0,1.0,4180.0,,,,,,,,
142.0,751,7296.0,0.0,4178.0,,,,,,,,
168.0,752,7295.0,1.0,4152.0,,,,,,,,
169.0,753,7296.0,0.0,4151.0,,,,,,,,
142.0,754,7296.0,0.0,4178.0,,,,,,,,
158.0,755,7296.0,0.0,4162.0,,,,,,,,
162.0,756,7296.0,0.0,4158.0,,,,,,,,
159.0,757,7296.0,0.0,4161.0,,,,,,,,
165.0,758,7296.0,0.0,4155.0,,,,,,,,
173.0,759,7296.0,0.0,4147.0,,,,,,,,
139.0,760,7296.0,0.0,4181.0,,,,,,,,
157.0,761,7295.0,1.0,4163.0,,,,,,,,
139.0,762,7294.0,2.0,4181.0,,,,,,,,
163.0,763,7296.0,0.0,4157.0,,,,,,,,
154.0,764,7296.0,0.0,4166.0,,,,,,,,
148.0,765,7296.0,0.0,4172.0,,,,,,,,
161.0,766,7296.0,0.0,4159.0,,,,,,,,
188.0,767,7296.0,0.0,4132.0,,,,,,,,
182.0,768,7295.0,1.0,4138.0,,,,,,,,
165.0,769,7295.0,1.0,4155.0,,,,,,,,
158.0,770,7296.0,0.0,4162.0,,,,,,,,
152.0,771,7294.0,2.0,4168.0,,,,,,,,
165.0,772,7296.0,0.0,4155.0,,,,,,,,
149.0,773,7296.0,0.0,4171.0,,,,,,,,
147.0,774,7295.0,1.0,4173.0,,,,,,,,
154.0,775,7295.0,1.0,4166.0,,,,,,,,
142.0,776,7296.0,0.0,4178.0,,,,,,,,
156.0,777,7296.0,0.0,4164.0,,,,,,,,
165.0,778,7296.0,0.0,4155.0,,,,,,,,
160.0,779,7296.0,0.0,4160.0,,,,,,,,
162.0,780,7296.0,0.0,4158.0,,,,,,,,
149.0,781,7296.0,0.0,4171.0,,,,,,,,
154.0,782,7296.0,0.0,4166.0,,,,,,,,
171.0,783,7296.0,0.0,4149.0,,,,,,,,
134.0,784,7296.0,0.0,4186.0,,,,,,,,
164.0,785,7296.0,0.0,4156.0,,,,,,,,
180.0,786,7296.0,0.0,4140.0,,,,,,,,
170.0,787,7296.0,0.0,4150.0,,,,,,,,
169.0,788,7296.0,0.0,4151.0,,,,,,,,
167.0,789,7295.0,1.0,4153.0,,,,,,,,
164.0,790,7295.0,1.0,4156.0,,,,,,,,
135.0,791,7296.0,0.0,4185.0,,,,,,,,
198.0,792,7295.0,1.0,4122.0,,,,,,,,
145.0,793,7295.0,1.0,4175.0,,,,,,,,
125.0,794,7295.0,1.0,4195.0,,,,,,,,
130.0,795,7296.0,0.0,4190.0,,,,,,,,
159.0,796,7296.0,0.0,4161.0,,,,,,,,
183.0,797,7295.0,1.0,4137.0,,,,,,,,
162.0,798,7296.0,0.0,4158.0,,,,,,,,
155.0,799,7295.0,1.0,4165.0,,,,,,,,
142.0,800,7295.0,1.0,4178.0,,,,,,,,
145.0,801,7296.0,0.0,4175.0,,,,,,,,
154.0,802,7296.0,0.0,4166.0,,,,,,,,
152.0,803,7296.0,0.0,4168.0,,,,,,,,
135.0,804,7295.0,1.0,4185.0,,,,,,,,
161.0,805,7295.0,1.0,4159.0,,,,,,,,
155.0,806,7296.0,0.0,4165.0,,,,,,,,
161.0,807,7295.0,1.0,4159.0,,,,,,,,
177.0,808,7296.0,0.0,4143.0,,,,,,,,
153.0,809,7296.0,0.0,4167.0,,,,,,,,
129.0,810,7296.0,0.0,4191.0,,,,,,,,
192.0,811,7296.0,0.0,4128.0,,,,,,,,
164.0,812,7296.0,0.0,4156.0,,,,,,,,
160.0,813,7295.0,1.0,4160.0,,,,,,,,
157.0,814,7296.0,0.0,4163.0,,,,,,,,
136.0,815,7296.0,0.0,4184.0,,,,,,,,
131.0,816,7296.0,0.0,4189.0,,,,,,,,
172.0,817,7295.0,1.0,4148.0,,,,,,,,
138.0,818,7295.0,1.0,4182.0,,,,,,,,
156.0,819,7296.0,0.0,4164.0,,,,,,,,
171.0,820,7296.0,0.0,4149.0,,,,,,,,
184.0,821,7296.0,0.0,4136.0,,,,,,,,
159.0,822,7296.0,0.0,4161.0,,,,,,,,
143.0,823,7296.0,0.0,4177.0,,,,,,,,
154.0,824,7296.0,0.0,4166.0,,,,,,,,
208.0,825,7294.0,2.0,4112.0,,,,,,,,
143.0,826,7296.0,0.0,4177.0,,,,,,,,
164.0,827,7295.0,1.0,4156.0,,,,,,,,
159.0,828,7293.0,3.0,4161.0,,,,,,,,
144.0,829,7296.0,0.0,4176.0,,,,,,,,
153.0,830,7296.0,0.0,4167.0,,,,,,,,
154.0,831,7295.0,1.0,4166.0,,,,,,,,
147.0,832,7294.0,2.0,4173.0,,,,,,,,
173.0,833,7296.0,0.0,4147.0,,,,,,,,
160.0,834,7294.0,2.0,4160.0,,,,,,,,
160.0,835,7296.0,0.0,4160.0,,,,,,,,
153.0,836,7296.0,0.0,4167.0,,,,,,,,
147.0,837,7296.0,0.0,4173.0,,,,,,,,
135.0,838,7296.0,0.0,4185.0,,,,,,,,
153.0,839,7296.0,0.0,4167.0,,,,,,,,
159.0,840,7296.0,0.0,4161.0,,,,,,,,
153.0,841,7295.0,1.0,4167.0,,,,,,,,
154.0,842,7296.0,0.0,4166.0,,,,,,,,
154.0,843,7296.0,0.0,4166.0,,,,,,,,
134.0,844,7296.0,0.0,4186.0,,,,,,,,
145.0,845,7295.0,1.0,4175.0,,,,,,,,
179.0,846,7296.0,0.0,4141.0,,,,,,,,
136.0,847,7296.0,0.0,4184.0,,,,,,,,
159.0,848,7295.0,1.0,4161.0,,,,,,,,
143.0,849,7295.0,1.0,4177.0,,,,,,,,
179.0,850,7296.0,0.0,4141.0,,,,,,,,
147.0,851,7295.0,1.0,4173.0,,,,,,,,
159.0,852,7295.0,1.0,4161.0,,,,,,,,
185.0,853,7296.0,0.0,4135.0,,,,,,,,
153.0,854,7296.0,0.0,4167.0,,,,,,,,
182.0,855,7296.0,0.0,4138.0,,,,,,,,
133.0,856,7296.0,0.0,4187.0,,,,,,,,
158.0,857,7296.0,0.0,4162.0,,,,,,,,
146.0,858,7295.0,1.0,4174.0,,,,,,,,
185.0,859,7296.0,0.0,4135.0,,,,,,,,
141.0,860,7295.0,1.0,4179.0,,,,,,,,
141.0,861,7295.0,1.0,4179.0,,,,,,,,
151.0,862,7296.0,0.0,4169.0,,,,,,,,
141.0,863,7296.0,0.0,4179.0,,,,,,,,
132.0,864,7296.0,0.0,4188.0,,,,,,,,
147.0,865,7296.0,0.0,4173.0,,,,,,,,
143.0,866,7296.0,0.0,4177.0,,,,,,,,
167.0,867,7296.0,0.0,4153.0,,,,,,,,
160.0,868,7296.0,0.0,4160.0,,,,,,,,
154.0,869,7296.0,0.0,4166.0,,,,,,,,
183.0,870,7296.0,0.0,4137.0,,,,,,,,
169.0,871,7296.0,0.0,4151.0,,,,,,,,
165.0,872,7294.0,2.0,4155.0,,,,,,,,
152.0,873,7296.0,0.0,4168.0,,,,,,,,
165.0,874,7296.0,0.0,4155.0,,,,,,,,
169.0,875,7296.0,0.0,4151.0,,,,,,,,
172.0,876,7296.0,0.0,4148.0,,,,,,,,
156.0,877,7296.0,0.0,4164.0,,,,,,,,
170.0,878,7296.0,0.0,4150.0,,,,,,,,
155.0,879,7296.0,0.0,4165.0,,,,,,,,
155.0,880,7295.0,1.0,4165.0,,,,,,,,
148.0,881,7296.0,0.0,4172.0,,,,,,,,
138.0,882,7296.0,0.0,4182.0,,,,,,,,
157.0,883,7295.0,1.0,4163.0,,,,,,,,
175.0,884,7294.0,2.0,4145.0,,,,,,,,
166.0,885,7296.0,0.0,4154.0,,,,,,,,
149.0,886,7296.0,0.0,4171.0,,,,,,,,
147.0,887,7296.0,0.0,4173.0,,,,,,,,
147.0,888,7296.0,0.0,4173.0,,,,,,,,
144.0,889,7296.0,0.0,4176.0,,,,,,,,
152.0,890,7295.0,1.0,4168.0,,,,,,,,
153.0,891,7295.0,1.0,4167.0,,,,,,,,
152.0,892,7296.0,0.0,4168.0,,,,,,,,
184.0,893,7296.0,0.0,4136.0,,,,,,,,
151.0,894,7296.0,0.0,4169.0,,,,,,,,
152.0,895,7295.0,1.0,4168.0,,,,,,,,
149.0,896,7296.0,0.0,4171.0,,,,,,,,
180.0,897,7296.0,0.0,4140.0,,,,,,,,
155.0,898,7296.0,0.0,4165.0,,,,,,,,
135.0,899,7296.0,0.0,4185.0,,,,,,,,
170.0,900,7296.0,0.0,4150.0,,,,,,,,
142.0,901,7296.0,0.0,4178.0,,,,,,,,
147.0,902,7296.0,0.0,4173.0,,,,,,,,
147.0,903,7295.0,1.0,4173.0,,,,,,,,
153.0,904,7295.0,1.0,4167.0,,,,,,,,
164.0,905,7295.0,1.0,4156.0,,,,,,,,
142.0,906,7295.0,1.0,4178.0,,,,,,,,
136.0,907,7293.0,3.0,4184.0,,,,,,,,
149.0,908,7296.0,0.0,4171.0,,,,,,,,
119.0,909,7296.0,0.0,4201.0,,,,,,,,
162.0,910,7296.0,0.0,4158.0,,,,,,,,
138.0,911,7296.0,0.0,4182.0,,,,,,,,
139.0,912,7295.0,1.0,4181.0,,,,,,,,
138.0,913,7295.0,1.0,4182.0,,,,,,,,
144.0,914,7296.0,0.0,4176.0,,,,,,,,
144.0,915,7296.0,0.0,4176.0,,,,,,,,
160.0,916,7295.0,1.0,4160.0,,,,,,,,
135.0,917,7296.0,0.0,4185.0,,,,,,,,
169.0,918,7294.0,2.0,4151.0,,,,,,,,
164.0,919,7296.0,0.0,4156.0,,,,,,,,
179.0,920,7295.0,1.0,4141.0,,,,,,,,
143.0,921,7296.0,0.0,4177.0,,,,,,,,
162.0,922,7296.0,0.0,4158.0,,,,,,,,
157.0,923,7296.0,0.0,4163.0,,,,,,,,
155.0,924,7296.0,0.0,4165.0,,,,,,,,
171.0,925,7295.0,1.0,4149.0,,,,,,,,
147.0,926,7296.0,0.0,4173.0,,,,,,,,
146.0,927,7296.0,0.0,4174.0,,,,,,,,
144.0,928,7296.0,0.0,4176.0,,,,,,,,
172.0,929,7295.0,1.0,4148.0,,,,,,,,
143.0,930,7294.0,2.0,4177.0,,,,,,,,
164.0,931,7296.0,0.0,4156.0,,,,,,,,
154.0,932,7296.0,0.0,4166.0,,,,,,,,
154.0,933,7296.0,0.0,4166.0,,,,,,,,
139.0,934,7295.0,1.0,4181.0,,,,,,,,
162.0,935,7295.0,1.0,4158.0,,,,,,,,
178.0,936,7294.0,2.0,4142.0,,,,,,,,
131.0,937,7296.0,0.0,4189.0,,,,,,,,
159.0,938,7296.0,0.0,4161.0,,,,,,,,
144.0,939,7295.0,1.0,4176.0,,,,,,,,
143.0,940,7296.0,0.0,4177.0,,,,,,,,
148.0,941,7296.0,0.0,4172.0,,,,,,,,
129.0,942,7295.0,1.0,4191.0,,,,,,,,
155.0,943,7295.0,1.0,4165.0,,,,,,,,
152.0,944,7296.0,0.0,4168.0,,,,,,,,
142.0,945,7295.0,1.0,4178.0,,,,,,,,
149.0,946,7295.0,1.0,4171.0,,,,,,,,
148.0,947,7295.0,1.0,4172.0,,,,,,,,
166.0,948,7295.0,1.0,4154.0,,,,,,,,
142.0,949,7296.0,0.0,4178.0,,,,,,,,
152.0,950,7296.0,0.0,4168.0,,,,,,,,
138.0,951,7295.0,1.0,4182.0,,,,,,,,
151.0,952,7296.0,0.0,4169.0,,,,,,,,
158.0,953,7294.0,2.0,4162.0,,,,,,,,
124.0,954,7296.0,0.0,4196.0,,,,,,,,
151.0,955,7296.0,0.0,4169.0,,,,,,,,
170.0,956,7295.0,1.0,4150.0,,,,,,,,
150.0,957,7296.0,0.0,4170.0,,,,,,,,
150.0,958,7296.0,0.0,4170.0,,,,,,,,
138.0,959,7296.0,0.0,4182.0,,,,,,,,
148.0,960,7294.0,2.0,4172.0,,,,,,,,
132.0,961,7296.0,0.0,4188.0,,,,,,,,
155.0,962,7296.0,0.0,4165.0,,,,,,,,
167.0,963,7296.0,0.0,4153.0,,,,,,,,
180.0,964,7296.0,0.0,4140.0,,,,,,,,
155.0,965,7295.0,1.0,4165.0,,,,,,,,
178.0,966,7296.0,0.0,4142.0,,,,,,,,
174.0,967,7296.0,0.0,4146.0,,,,,,,,
141.0,968,7295.0,1.0,4179.0,,,,,,,,
153.0,969,7296.0,0.0,4167.0,,,,,,,,
144.0,970,7296.0,0.0,4176.0,,,,,,,,
144.0,971,7296.0,0.0,4176.0,,,,,,,,
135.0,972,7296.0,0.0,4185.0,,,,,,,,
141.0,973,7296.0,0.0,4179.0,,,,,,,,
153.0,974,7296.0,0.0,4167.0,,,,,,,,
164.0,975,7296.0,0.0,4156.0,,,,,,,,
167.0,976,7295.0,1.0,4153.0,,,,,,,,
179.0,977,7296.0,0.0,4141.0,,,,,,,,
