valid_tn_step,valid_tp_step,valid_fp_step,step,valid_fn_step,valid_F1,valid_Loss,valid_fp_epoch,valid_tp_epoch,valid_tn_epoch,valid_WAcc,epoch,valid_fn_epoch
11449.0,0.0,0.0,487,167.0,,,,,,,,
11474.0,0.0,0.0,488,142.0,,,,,,,,
11455.0,0.0,0.0,489,161.0,,,,,,,,
11442.0,0.0,0.0,490,174.0,,,,,,,,
11448.0,0.0,0.0,491,168.0,,,,,,,,
11452.0,0.0,0.0,492,164.0,,,,,,,,
11444.0,0.0,0.0,493,172.0,,,,,,,,
11463.0,0.0,0.0,494,153.0,,,,,,,,
11469.0,0.0,0.0,495,147.0,,,,,,,,
11452.0,0.0,0.0,496,164.0,,,,,,,,
11482.0,0.0,0.0,497,134.0,,,,,,,,
11479.0,0.0,0.0,498,137.0,,,,,,,,
11433.0,0.0,0.0,499,183.0,,,,,,,,
11457.0,0.0,0.0,500,159.0,,,,,,,,
11459.0,0.0,0.0,501,157.0,,,,,,,,
11461.0,0.0,0.0,502,155.0,,,,,,,,
11454.0,0.0,0.0,503,162.0,,,,,,,,
11451.0,0.0,0.0,504,165.0,,,,,,,,
11470.0,0.0,0.0,505,146.0,,,,,,,,
11448.0,0.0,0.0,506,168.0,,,,,,,,
11456.0,0.0,0.0,507,160.0,,,,,,,,
11469.0,0.0,0.0,508,147.0,,,,,,,,
11456.0,0.0,0.0,509,160.0,,,,,,,,
11446.0,0.0,0.0,510,170.0,,,,,,,,
11468.0,0.0,0.0,511,148.0,,,,,,,,
11455.0,0.0,0.0,512,161.0,,,,,,,,
11438.0,0.0,0.0,513,178.0,,,,,,,,
11450.0,0.0,0.0,514,166.0,,,,,,,,
11450.0,0.0,0.0,515,166.0,,,,,,,,
11458.0,0.0,0.0,516,158.0,,,,,,,,
11446.0,0.0,0.0,517,170.0,,,,,,,,
11462.0,0.0,0.0,518,154.0,,,,,,,,
11446.0,0.0,0.0,519,170.0,,,,,,,,
11439.0,0.0,0.0,520,177.0,,,,,,,,
11468.0,0.0,0.0,521,148.0,,,,,,,,
11454.0,0.0,0.0,522,162.0,,,,,,,,
11464.0,0.0,0.0,523,152.0,,,,,,,,
11468.0,0.0,0.0,524,148.0,,,,,,,,
11459.0,0.0,0.0,525,157.0,,,,,,,,
11427.0,0.0,0.0,526,189.0,,,,,,,,
11447.0,0.0,0.0,527,169.0,,,,,,,,
11464.0,0.0,0.0,528,152.0,,,,,,,,
11475.0,0.0,0.0,529,141.0,,,,,,,,
11449.0,0.0,0.0,530,167.0,,,,,,,,
11474.0,0.0,0.0,531,142.0,,,,,,,,
11472.0,0.0,0.0,532,144.0,,,,,,,,
11478.0,0.0,0.0,533,138.0,,,,,,,,
11467.0,0.0,0.0,534,149.0,,,,,,,,
11450.0,0.0,0.0,535,166.0,,,,,,,,
11462.0,0.0,0.0,536,154.0,,,,,,,,
11465.0,0.0,0.0,537,151.0,,,,,,,,
11461.0,0.0,0.0,538,155.0,,,,,,,,
11458.0,0.0,0.0,539,158.0,,,,,,,,
11453.0,0.0,0.0,540,163.0,,,,,,,,
11443.0,0.0,0.0,541,173.0,,,,,,,,
11475.0,0.0,0.0,542,141.0,,,,,,,,
11505.0,0.0,0.0,543,111.0,,,,,,,,
11446.0,0.0,0.0,544,170.0,,,,,,,,
11463.0,0.0,0.0,545,153.0,,,,,,,,
11464.0,0.0,0.0,546,152.0,,,,,,,,
11478.0,0.0,0.0,547,138.0,,,,,,,,
11452.0,0.0,0.0,548,164.0,,,,,,,,
11454.0,0.0,0.0,549,162.0,,,,,,,,
11467.0,0.0,0.0,550,149.0,,,,,,,,
11456.0,0.0,0.0,551,160.0,,,,,,,,
11462.0,0.0,0.0,552,154.0,,,,,,,,
11477.0,0.0,0.0,553,139.0,,,,,,,,
11451.0,0.0,0.0,554,165.0,,,,,,,,
11463.0,0.0,0.0,555,153.0,,,,,,,,
11459.0,0.0,0.0,556,157.0,,,,,,,,
11454.0,0.0,0.0,557,162.0,,,,,,,,
11478.0,0.0,0.0,558,138.0,,,,,,,,
11475.0,0.0,0.0,559,141.0,,,,,,,,
11463.0,0.0,0.0,560,153.0,,,,,,,,
11465.0,0.0,0.0,561,151.0,,,,,,,,
11464.0,0.0,0.0,562,152.0,,,,,,,,
11462.0,0.0,0.0,563,154.0,,,,,,,,
11464.0,0.0,0.0,564,152.0,,,,,,,,
11465.0,0.0,0.0,565,151.0,,,,,,,,
11471.0,0.0,0.0,566,145.0,,,,,,,,
11442.0,0.0,0.0,567,174.0,,,,,,,,
11435.0,0.0,0.0,568,181.0,,,,,,,,
11467.0,0.0,0.0,569,149.0,,,,,,,,
11466.0,0.0,0.0,570,150.0,,,,,,,,
11444.0,0.0,0.0,571,172.0,,,,,,,,
11460.0,0.0,0.0,572,156.0,,,,,,,,
11443.0,0.0,0.0,573,173.0,,,,,,,,
11482.0,0.0,0.0,574,134.0,,,,,,,,
11446.0,0.0,0.0,575,170.0,,,,,,,,
11473.0,0.0,0.0,576,143.0,,,,,,,,
11467.0,0.0,0.0,577,149.0,,,,,,,,
11454.0,0.0,0.0,578,162.0,,,,,,,,
11477.0,0.0,0.0,579,139.0,,,,,,,,
11438.0,0.0,0.0,580,178.0,,,,,,,,
11455.0,0.0,0.0,581,161.0,,,,,,,,
11489.0,0.0,0.0,582,127.0,,,,,,,,
11456.0,0.0,0.0,583,160.0,,,,,,,,
11458.0,0.0,0.0,584,158.0,,,,,,,,
11472.0,0.0,0.0,585,144.0,,,,,,,,
11451.0,0.0,0.0,586,165.0,,,,,,,,
11467.0,0.0,0.0,587,149.0,,,,,,,,
11482.0,0.0,0.0,588,134.0,,,,,,,,
11449.0,0.0,0.0,589,167.0,,,,,,,,
11446.0,0.0,0.0,590,170.0,,,,,,,,
11481.0,0.0,0.0,591,135.0,,,,,,,,
11469.0,0.0,0.0,592,147.0,,,,,,,,
11436.0,0.0,0.0,593,180.0,,,,,,,,
11468.0,0.0,0.0,594,148.0,,,,,,,,
11458.0,0.0,0.0,595,158.0,,,,,,,,
11462.0,0.0,0.0,596,154.0,,,,,,,,
11454.0,0.0,0.0,597,162.0,,,,,,,,
11473.0,0.0,0.0,598,143.0,,,,,,,,
11470.0,0.0,0.0,599,146.0,,,,,,,,
11449.0,0.0,0.0,600,167.0,,,,,,,,
11488.0,0.0,0.0,601,128.0,,,,,,,,
11450.0,0.0,0.0,602,166.0,,,,,,,,
11460.0,0.0,0.0,603,156.0,,,,,,,,
11466.0,0.0,0.0,604,150.0,,,,,,,,
11472.0,0.0,0.0,605,144.0,,,,,,,,
11498.0,0.0,0.0,606,118.0,,,,,,,,
11466.0,0.0,0.0,607,150.0,,,,,,,,
11428.0,0.0,0.0,608,188.0,,,,,,,,
11461.0,0.0,0.0,609,155.0,,,,,,,,
11461.0,0.0,0.0,610,155.0,,,,,,,,
11463.0,0.0,0.0,611,153.0,,,,,,,,
11463.0,0.0,0.0,612,153.0,,,,,,,,
11464.0,0.0,0.0,613,152.0,,,,,,,,
11456.0,0.0,0.0,614,160.0,,,,,,,,
11454.0,0.0,0.0,615,162.0,,,,,,,,
11464.0,0.0,0.0,616,152.0,,,,,,,,
11463.0,0.0,0.0,617,153.0,,,,,,,,
11461.0,0.0,0.0,618,155.0,,,,,,,,
11462.0,0.0,0.0,619,154.0,,,,,,,,
11447.0,0.0,0.0,620,169.0,,,,,,,,
11471.0,0.0,0.0,621,145.0,,,,,,,,
11447.0,0.0,0.0,622,169.0,,,,,,,,
11469.0,0.0,0.0,623,147.0,,,,,,,,
11459.0,0.0,0.0,624,157.0,,,,,,,,
11485.0,0.0,0.0,625,131.0,,,,,,,,
11447.0,0.0,0.0,626,169.0,,,,,,,,
11467.0,0.0,0.0,627,149.0,,,,,,,,
11470.0,0.0,0.0,628,146.0,,,,,,,,
11448.0,0.0,0.0,629,168.0,,,,,,,,
11442.0,0.0,0.0,630,174.0,,,,,,,,
11463.0,0.0,0.0,631,153.0,,,,,,,,
11467.0,0.0,0.0,632,149.0,,,,,,,,
11467.0,0.0,0.0,633,149.0,,,,,,,,
11438.0,0.0,0.0,634,178.0,,,,,,,,
11457.0,0.0,0.0,635,159.0,,,,,,,,
11443.0,0.0,0.0,636,173.0,,,,,,,,
11470.0,0.0,0.0,637,146.0,,,,,,,,
11441.0,0.0,0.0,638,175.0,,,,,,,,
11461.0,0.0,0.0,639,155.0,,,,,,,,
11473.0,0.0,0.0,640,143.0,,,,,,,,
11449.0,0.0,0.0,641,167.0,,,,,,,,
11443.0,0.0,0.0,642,173.0,,,,,,,,
11471.0,0.0,0.0,643,145.0,,,,,,,,
11461.0,0.0,0.0,644,155.0,,,,,,,,
11466.0,0.0,0.0,645,150.0,,,,,,,,
11442.0,0.0,0.0,646,174.0,,,,,,,,
11468.0,0.0,0.0,647,148.0,,,,,,,,
11456.0,0.0,0.0,648,160.0,,,,,,,,
11443.0,0.0,0.0,649,173.0,,,,,,,,
11444.0,0.0,0.0,650,172.0,,,,,,,,
11477.0,0.0,0.0,651,139.0,,,,,,,,
11451.0,0.0,0.0,652,165.0,,,,,,,,
11443.0,0.0,0.0,653,173.0,,,,,,,,
11468.0,0.0,0.0,654,148.0,,,,,,,,
11463.0,0.0,0.0,655,153.0,,,,,,,,
11451.0,0.0,0.0,656,165.0,,,,,,,,
11447.0,0.0,0.0,657,169.0,,,,,,,,
11454.0,0.0,0.0,658,162.0,,,,,,,,
11461.0,0.0,0.0,659,155.0,,,,,,,,
11482.0,0.0,0.0,660,134.0,,,,,,,,
11462.0,0.0,0.0,661,154.0,,,,,,,,
11467.0,0.0,0.0,662,149.0,,,,,,,,
11429.0,0.0,0.0,663,187.0,,,,,,,,
11461.0,0.0,0.0,664,155.0,,,,,,,,
11469.0,0.0,0.0,665,147.0,,,,,,,,
11451.0,0.0,0.0,666,165.0,,,,,,,,
11470.0,0.0,0.0,667,146.0,,,,,,,,
11452.0,0.0,0.0,668,164.0,,,,,,,,
11454.0,0.0,0.0,669,162.0,,,,,,,,
11441.0,0.0,0.0,670,175.0,,,,,,,,
11457.0,0.0,0.0,671,159.0,,,,,,,,
11450.0,0.0,0.0,672,166.0,,,,,,,,
11448.0,0.0,0.0,673,168.0,,,,,,,,
11470.0,0.0,0.0,674,146.0,,,,,,,,
11427.0,0.0,0.0,675,189.0,,,,,,,,
11465.0,0.0,0.0,676,151.0,,,,,,,,
11458.0,0.0,0.0,677,158.0,,,,,,,,
11490.0,0.0,0.0,678,126.0,,,,,,,,
11456.0,0.0,0.0,679,160.0,,,,,,,,
11473.0,0.0,0.0,680,143.0,,,,,,,,
11436.0,0.0,0.0,681,180.0,,,,,,,,
11446.0,0.0,0.0,682,170.0,,,,,,,,
11456.0,0.0,0.0,683,160.0,,,,,,,,
11470.0,0.0,0.0,684,146.0,,,,,,,,
11470.0,0.0,0.0,685,146.0,,,,,,,,
11433.0,0.0,0.0,686,183.0,,,,,,,,
11473.0,0.0,0.0,687,143.0,,,,,,,,
11464.0,0.0,0.0,688,152.0,,,,,,,,
11470.0,0.0,0.0,689,146.0,,,,,,,,
11465.0,0.0,0.0,690,151.0,,,,,,,,
11469.0,0.0,0.0,691,147.0,,,,,,,,
11477.0,0.0,0.0,692,139.0,,,,,,,,
11490.0,0.0,0.0,693,126.0,,,,,,,,
11457.0,0.0,0.0,694,159.0,,,,,,,,
11449.0,0.0,0.0,695,167.0,,,,,,,,
11450.0,0.0,0.0,696,166.0,,,,,,,,
11460.0,0.0,0.0,697,156.0,,,,,,,,
11461.0,0.0,0.0,698,155.0,,,,,,,,
11445.0,0.0,0.0,699,171.0,,,,,,,,
11447.0,0.0,0.0,700,169.0,,,,,,,,
11465.0,0.0,0.0,701,151.0,,,,,,,,
11418.0,0.0,0.0,702,198.0,,,,,,,,
11442.0,0.0,0.0,703,174.0,,,,,,,,
11471.0,0.0,0.0,704,145.0,,,,,,,,
11457.0,0.0,0.0,705,159.0,,,,,,,,
11468.0,0.0,0.0,706,148.0,,,,,,,,
11448.0,0.0,0.0,707,168.0,,,,,,,,
11486.0,0.0,0.0,708,130.0,,,,,,,,
11479.0,0.0,0.0,709,137.0,,,,,,,,
11444.0,0.0,0.0,710,172.0,,,,,,,,
11453.0,0.0,0.0,711,163.0,,,,,,,,
11465.0,0.0,0.0,712,151.0,,,,,,,,
11464.0,0.0,0.0,713,152.0,,,,,,,,
11462.0,0.0,0.0,714,154.0,,,,,,,,
11459.0,0.0,0.0,715,157.0,,,,,,,,
11465.0,0.0,0.0,716,151.0,,,,,,,,
11476.0,0.0,0.0,717,140.0,,,,,,,,
11455.0,0.0,0.0,718,161.0,,,,,,,,
11463.0,0.0,0.0,719,153.0,,,,,,,,
11467.0,0.0,0.0,720,149.0,,,,,,,,
11476.0,0.0,0.0,721,140.0,,,,,,,,
11460.0,0.0,0.0,722,156.0,,,,,,,,
11464.0,0.0,0.0,723,152.0,,,,,,,,
11458.0,0.0,0.0,724,158.0,,,,,,,,
11470.0,0.0,0.0,725,146.0,,,,,,,,
11472.0,0.0,0.0,726,144.0,,,,,,,,
11450.0,0.0,0.0,727,166.0,,,,,,,,
11471.0,0.0,0.0,728,145.0,,,,,,,,
11427.0,0.0,0.0,729,189.0,,,,,,,,
11484.0,0.0,0.0,730,132.0,,,,,,,,
11457.0,0.0,0.0,731,159.0,,,,,,,,
11455.0,0.0,0.0,732,161.0,,,,,,,,
11480.0,0.0,0.0,733,136.0,,,,,,,,
11461.0,0.0,0.0,734,155.0,,,,,,,,
11459.0,0.0,0.0,735,157.0,,,,,,,,
11476.0,0.0,0.0,736,140.0,,,,,,,,
11448.0,0.0,0.0,737,168.0,,,,,,,,
11447.0,0.0,0.0,738,169.0,,,,,,,,
11456.0,0.0,0.0,739,160.0,,,,,,,,
11461.0,0.0,0.0,740,155.0,,,,,,,,
11478.0,0.0,0.0,741,138.0,,,,,,,,
11457.0,0.0,0.0,742,159.0,,,,,,,,
11450.0,0.0,0.0,743,166.0,,,,,,,,
11475.0,0.0,0.0,744,141.0,,,,,,,,
11481.0,0.0,0.0,745,135.0,,,,,,,,
11452.0,0.0,0.0,746,164.0,,,,,,,,
11480.0,0.0,0.0,747,136.0,,,,,,,,
11469.0,0.0,0.0,748,147.0,,,,,,,,
11446.0,0.0,0.0,749,170.0,,,,,,,,
11475.0,0.0,0.0,750,141.0,,,,,,,,
11474.0,0.0,0.0,751,142.0,,,,,,,,
11447.0,0.0,0.0,752,169.0,,,,,,,,
11447.0,0.0,0.0,753,169.0,,,,,,,,
11474.0,0.0,0.0,754,142.0,,,,,,,,
11458.0,0.0,0.0,755,158.0,,,,,,,,
11454.0,0.0,0.0,756,162.0,,,,,,,,
11457.0,0.0,0.0,757,159.0,,,,,,,,
11451.0,0.0,0.0,758,165.0,,,,,,,,
11443.0,0.0,0.0,759,173.0,,,,,,,,
11477.0,0.0,0.0,760,139.0,,,,,,,,
11458.0,0.0,0.0,761,158.0,,,,,,,,
11475.0,0.0,0.0,762,141.0,,,,,,,,
11453.0,0.0,0.0,763,163.0,,,,,,,,
11462.0,0.0,0.0,764,154.0,,,,,,,,
11468.0,0.0,0.0,765,148.0,,,,,,,,
11455.0,0.0,0.0,766,161.0,,,,,,,,
11428.0,0.0,0.0,767,188.0,,,,,,,,
11433.0,0.0,0.0,768,183.0,,,,,,,,
11450.0,0.0,0.0,769,166.0,,,,,,,,
11458.0,0.0,0.0,770,158.0,,,,,,,,
11462.0,0.0,0.0,771,154.0,,,,,,,,
11451.0,0.0,0.0,772,165.0,,,,,,,,
11467.0,0.0,0.0,773,149.0,,,,,,,,
11468.0,0.0,0.0,774,148.0,,,,,,,,
11461.0,0.0,0.0,775,155.0,,,,,,,,
11474.0,0.0,0.0,776,142.0,,,,,,,,
11460.0,0.0,0.0,777,156.0,,,,,,,,
11451.0,0.0,0.0,778,165.0,,,,,,,,
11456.0,0.0,0.0,779,160.0,,,,,,,,
11454.0,0.0,0.0,780,162.0,,,,,,,,
11467.0,0.0,0.0,781,149.0,,,,,,,,
11462.0,0.0,0.0,782,154.0,,,,,,,,
11445.0,0.0,0.0,783,171.0,,,,,,,,
11482.0,0.0,0.0,784,134.0,,,,,,,,
11452.0,0.0,0.0,785,164.0,,,,,,,,
11436.0,0.0,0.0,786,180.0,,,,,,,,
11446.0,0.0,0.0,787,170.0,,,,,,,,
11447.0,0.0,0.0,788,169.0,,,,,,,,
11448.0,0.0,0.0,789,168.0,,,,,,,,
11451.0,0.0,0.0,790,165.0,,,,,,,,
11481.0,0.0,0.0,791,135.0,,,,,,,,
11417.0,0.0,0.0,792,199.0,,,,,,,,
11470.0,0.0,0.0,793,146.0,,,,,,,,
11490.0,0.0,0.0,794,126.0,,,,,,,,
11486.0,0.0,0.0,795,130.0,,,,,,,,
11457.0,0.0,0.0,796,159.0,,,,,,,,
11432.0,0.0,0.0,797,184.0,,,,,,,,
11454.0,0.0,0.0,798,162.0,,,,,,,,
11460.0,0.0,0.0,799,156.0,,,,,,,,
11473.0,0.0,0.0,800,143.0,,,,,,,,
11471.0,0.0,0.0,801,145.0,,,,,,,,
11462.0,0.0,0.0,802,154.0,,,,,,,,
11464.0,0.0,0.0,803,152.0,,,,,,,,
11480.0,0.0,0.0,804,136.0,,,,,,,,
11454.0,0.0,0.0,805,162.0,,,,,,,,
11461.0,0.0,0.0,806,155.0,,,,,,,,
11454.0,0.0,0.0,807,162.0,,,,,,,,
11439.0,0.0,0.0,808,177.0,,,,,,,,
11463.0,0.0,0.0,809,153.0,,,,,,,,
11487.0,0.0,0.0,810,129.0,,,,,,,,
11424.0,0.0,0.0,811,192.0,,,,,,,,
11452.0,0.0,0.0,812,164.0,,,,,,,,
11455.0,0.0,0.0,813,161.0,,,,,,,,
11459.0,0.0,0.0,814,157.0,,,,,,,,
11480.0,0.0,0.0,815,136.0,,,,,,,,
11485.0,0.0,0.0,816,131.0,,,,,,,,
11443.0,0.0,0.0,817,173.0,,,,,,,,
11477.0,0.0,0.0,818,139.0,,,,,,,,
11460.0,0.0,0.0,819,156.0,,,,,,,,
11445.0,0.0,0.0,820,171.0,,,,,,,,
11432.0,0.0,0.0,821,184.0,,,,,,,,
11457.0,0.0,0.0,822,159.0,,,,,,,,
11473.0,0.0,0.0,823,143.0,,,,,,,,
11462.0,0.0,0.0,824,154.0,,,,,,,,
11406.0,0.0,0.0,825,210.0,,,,,,,,
11473.0,0.0,0.0,826,143.0,,,,,,,,
11451.0,0.0,0.0,827,165.0,,,,,,,,
11454.0,0.0,0.0,828,162.0,,,,,,,,
11472.0,0.0,0.0,829,144.0,,,,,,,,
11463.0,0.0,0.0,830,153.0,,,,,,,,
11461.0,0.0,0.0,831,155.0,,,,,,,,
11467.0,0.0,0.0,832,149.0,,,,,,,,
11443.0,0.0,0.0,833,173.0,,,,,,,,
11454.0,0.0,0.0,834,162.0,,,,,,,,
11456.0,0.0,0.0,835,160.0,,,,,,,,
11463.0,0.0,0.0,836,153.0,,,,,,,,
11469.0,0.0,0.0,837,147.0,,,,,,,,
11481.0,0.0,0.0,838,135.0,,,,,,,,
11463.0,0.0,0.0,839,153.0,,,,,,,,
11457.0,0.0,0.0,840,159.0,,,,,,,,
11462.0,0.0,0.0,841,154.0,,,,,,,,
11462.0,0.0,0.0,842,154.0,,,,,,,,
11462.0,0.0,0.0,843,154.0,,,,,,,,
11482.0,0.0,0.0,844,134.0,,,,,,,,
11470.0,0.0,0.0,845,146.0,,,,,,,,
11437.0,0.0,0.0,846,179.0,,,,,,,,
11480.0,0.0,0.0,847,136.0,,,,,,,,
11456.0,0.0,0.0,848,160.0,,,,,,,,
11472.0,0.0,0.0,849,144.0,,,,,,,,
11437.0,0.0,0.0,850,179.0,,,,,,,,
11468.0,0.0,0.0,851,148.0,,,,,,,,
11456.0,0.0,0.0,852,160.0,,,,,,,,
11431.0,0.0,0.0,853,185.0,,,,,,,,
11463.0,0.0,0.0,854,153.0,,,,,,,,
11434.0,0.0,0.0,855,182.0,,,,,,,,
11483.0,0.0,0.0,856,133.0,,,,,,,,
11458.0,0.0,0.0,857,158.0,,,,,,,,
11469.0,0.0,0.0,858,147.0,,,,,,,,
11431.0,0.0,0.0,859,185.0,,,,,,,,
11474.0,0.0,0.0,860,142.0,,,,,,,,
11474.0,0.0,0.0,861,142.0,,,,,,,,
11465.0,0.0,0.0,862,151.0,,,,,,,,
11475.0,0.0,0.0,863,141.0,,,,,,,,
11484.0,0.0,0.0,864,132.0,,,,,,,,
11469.0,0.0,0.0,865,147.0,,,,,,,,
11473.0,0.0,0.0,866,143.0,,,,,,,,
11449.0,0.0,0.0,867,167.0,,,,,,,,
11456.0,0.0,0.0,868,160.0,,,,,,,,
11462.0,0.0,0.0,869,154.0,,,,,,,,
11433.0,0.0,0.0,870,183.0,,,,,,,,
11447.0,0.0,0.0,871,169.0,,,,,,,,
11449.0,0.0,0.0,872,167.0,,,,,,,,
11464.0,0.0,0.0,873,152.0,,,,,,,,
11451.0,0.0,0.0,874,165.0,,,,,,,,
11447.0,0.0,0.0,875,169.0,,,,,,,,
11444.0,0.0,0.0,876,172.0,,,,,,,,
11460.0,0.0,0.0,877,156.0,,,,,,,,
11446.0,0.0,0.0,878,170.0,,,,,,,,
11461.0,0.0,0.0,879,155.0,,,,,,,,
11460.0,0.0,0.0,880,156.0,,,,,,,,
11468.0,0.0,0.0,881,148.0,,,,,,,,
11478.0,0.0,0.0,882,138.0,,,,,,,,
11458.0,0.0,0.0,883,158.0,,,,,,,,
11439.0,0.0,0.0,884,177.0,,,,,,,,
11450.0,0.0,0.0,885,166.0,,,,,,,,
11467.0,0.0,0.0,886,149.0,,,,,,,,
11469.0,0.0,0.0,887,147.0,,,,,,,,
11469.0,0.0,0.0,888,147.0,,,,,,,,
11472.0,0.0,0.0,889,144.0,,,,,,,,
11463.0,0.0,0.0,890,153.0,,,,,,,,
11462.0,0.0,0.0,891,154.0,,,,,,,,
11464.0,0.0,0.0,892,152.0,,,,,,,,
11432.0,0.0,0.0,893,184.0,,,,,,,,
11465.0,0.0,0.0,894,151.0,,,,,,,,
11463.0,0.0,0.0,895,153.0,,,,,,,,
11467.0,0.0,0.0,896,149.0,,,,,,,,
11436.0,0.0,0.0,897,180.0,,,,,,,,
11461.0,0.0,0.0,898,155.0,,,,,,,,
11481.0,0.0,0.0,899,135.0,,,,,,,,
11446.0,0.0,0.0,900,170.0,,,,,,,,
11474.0,0.0,0.0,901,142.0,,,,,,,,
11469.0,0.0,0.0,902,147.0,,,,,,,,
11468.0,0.0,0.0,903,148.0,,,,,,,,
11462.0,0.0,0.0,904,154.0,,,,,,,,
11451.0,0.0,0.0,905,165.0,,,,,,,,
11473.0,0.0,0.0,906,143.0,,,,,,,,
11477.0,0.0,0.0,907,139.0,,,,,,,,
11467.0,0.0,0.0,908,149.0,,,,,,,,
11497.0,0.0,0.0,909,119.0,,,,,,,,
11454.0,0.0,0.0,910,162.0,,,,,,,,
11478.0,0.0,0.0,911,138.0,,,,,,,,
11476.0,0.0,0.0,912,140.0,,,,,,,,
11477.0,0.0,0.0,913,139.0,,,,,,,,
11472.0,0.0,0.0,914,144.0,,,,,,,,
11472.0,0.0,0.0,915,144.0,,,,,,,,
11455.0,0.0,0.0,916,161.0,,,,,,,,
11481.0,0.0,0.0,917,135.0,,,,,,,,
11445.0,0.0,0.0,918,171.0,,,,,,,,
11452.0,0.0,0.0,919,164.0,,,,,,,,
11436.0,0.0,0.0,920,180.0,,,,,,,,
11473.0,0.0,0.0,921,143.0,,,,,,,,
11454.0,0.0,0.0,922,162.0,,,,,,,,
11459.0,0.0,0.0,923,157.0,,,,,,,,
11461.0,0.0,0.0,924,155.0,,,,,,,,
11444.0,0.0,0.0,925,172.0,,,,,,,,
11469.0,0.0,0.0,926,147.0,,,,,,,,
11470.0,0.0,0.0,927,146.0,,,,,,,,
11472.0,0.0,0.0,928,144.0,,,,,,,,
11443.0,0.0,0.0,929,173.0,,,,,,,,
11471.0,0.0,0.0,930,145.0,,,,,,,,
11452.0,0.0,0.0,931,164.0,,,,,,,,
11462.0,0.0,0.0,932,154.0,,,,,,,,
11462.0,0.0,0.0,933,154.0,,,,,,,,
11476.0,0.0,0.0,934,140.0,,,,,,,,
11453.0,0.0,0.0,935,163.0,,,,,,,,
11436.0,0.0,0.0,936,180.0,,,,,,,,
11485.0,0.0,0.0,937,131.0,,,,,,,,
11457.0,0.0,0.0,938,159.0,,,,,,,,
11471.0,0.0,0.0,939,145.0,,,,,,,,
11473.0,0.0,0.0,940,143.0,,,,,,,,
11468.0,0.0,0.0,941,148.0,,,,,,,,
11486.0,0.0,0.0,942,130.0,,,,,,,,
11460.0,0.0,0.0,943,156.0,,,,,,,,
11464.0,0.0,0.0,944,152.0,,,,,,,,
11473.0,0.0,0.0,945,143.0,,,,,,,,
11466.0,0.0,0.0,946,150.0,,,,,,,,
11467.0,0.0,0.0,947,149.0,,,,,,,,
11449.0,0.0,0.0,948,167.0,,,,,,,,
11474.0,0.0,0.0,949,142.0,,,,,,,,
11464.0,0.0,0.0,950,152.0,,,,,,,,
11477.0,0.0,0.0,951,139.0,,,,,,,,
11465.0,0.0,0.0,952,151.0,,,,,,,,
11456.0,0.0,0.0,953,160.0,,,,,,,,
11492.0,0.0,0.0,954,124.0,,,,,,,,
11465.0,0.0,0.0,955,151.0,,,,,,,,
11445.0,0.0,0.0,956,171.0,,,,,,,,
11466.0,0.0,0.0,957,150.0,,,,,,,,
11466.0,0.0,0.0,958,150.0,,,,,,,,
11478.0,0.0,0.0,959,138.0,,,,,,,,
11466.0,0.0,0.0,960,150.0,,,,,,,,
11484.0,0.0,0.0,961,132.0,,,,,,,,
11461.0,0.0,0.0,962,155.0,,,,,,,,
11449.0,0.0,0.0,963,167.0,,,,,,,,
11436.0,0.0,0.0,964,180.0,,,,,,,,
11460.0,0.0,0.0,965,156.0,,,,,,,,
11438.0,0.0,0.0,966,178.0,,,,,,,,
11442.0,0.0,0.0,967,174.0,,,,,,,,
11474.0,0.0,0.0,968,142.0,,,,,,,,
11463.0,0.0,0.0,969,153.0,,,,,,,,
11472.0,0.0,0.0,970,144.0,,,,,,,,
11472.0,0.0,0.0,971,144.0,,,,,,,,
11481.0,0.0,0.0,972,135.0,,,,,,,,
11475.0,0.0,0.0,973,141.0,,,,,,,,
11463.0,0.0,0.0,974,153.0,,,,,,,,
11452.0,0.0,0.0,975,164.0,,,,,,,,
11448.0,0.0,0.0,976,168.0,,,,,,,,
11437.0,0.0,0.0,977,179.0,,,,,,,,
11443.0,0.0,0.0,978,173.0,,,,,,,,
11473.0,0.0,0.0,979,143.0,,,,,,,,
11471.0,0.0,0.0,980,145.0,,,,,,,,
11458.0,0.0,0.0,981,158.0,,,,,,,,
11457.0,0.0,0.0,982,159.0,,,,,,,,
11436.0,0.0,0.0,983,180.0,,,,,,,,
11451.0,0.0,0.0,984,165.0,,,,,,,,
11442.0,0.0,0.0,985,174.0,,,,,,,,
11465.0,0.0,0.0,986,151.0,,,,,,,,
11458.0,0.0,0.0,987,158.0,,,,,,,,
11456.0,0.0,0.0,988,160.0,,,,,,,,
11479.0,0.0,0.0,989,137.0,,,,,,,,
11438.0,0.0,0.0,990,178.0,,,,,,,,
11453.0,0.0,0.0,991,163.0,,,,,,,,
11447.0,0.0,0.0,992,169.0,,,,,,,,
11456.0,0.0,0.0,993,160.0,,,,,,,,
11472.0,0.0,0.0,994,144.0,,,,,,,,
11478.0,0.0,0.0,995,138.0,,,,,,,,
11447.0,0.0,0.0,996,169.0,,,,,,,,
11460.0,0.0,0.0,997,156.0,,,,,,,,
11464.0,0.0,0.0,998,152.0,,,,,,,,
11468.0,0.0,0.0,999,148.0,,,,,,,,
11431.0,0.0,0.0,1000,185.0,,,,,,,,
