valid_tn_step,valid_fp_step,valid_tp_step,valid_fn_step,step,valid_tp_epoch,valid_fn_epoch,valid_F1,epoch,valid_Loss,valid_fp_epoch,valid_tn_epoch,valid_WAcc
10130.0,1333.0,75.0,78.0,974,,,,,,,,
10124.0,1328.0,80.0,84.0,975,,,,,,,,
10122.0,1326.0,82.0,86.0,976,,,,,,,,
10123.0,1314.0,94.0,85.0,977,,,,,,,,
10118.0,1325.0,83.0,90.0,978,,,,,,,,
10142.0,1331.0,77.0,66.0,979,,,,,,,,
10153.0,1318.0,90.0,55.0,980,,,,,,,,
10129.0,1329.0,79.0,79.0,981,,,,,,,,
10134.0,1323.0,85.0,74.0,982,,,,,,,,
10110.0,1326.0,82.0,98.0,983,,,,,,,,
10120.0,1331.0,77.0,88.0,984,,,,,,,,
10132.0,1310.0,98.0,76.0,985,,,,,,,,
10133.0,1332.0,76.0,75.0,986,,,,,,,,
10134.0,1324.0,84.0,74.0,987,,,,,,,,
10122.0,1334.0,74.0,86.0,988,,,,,,,,
10141.0,1338.0,70.0,67.0,989,,,,,,,,
10119.0,1319.0,89.0,89.0,990,,,,,,,,
10121.0,1332.0,76.0,87.0,991,,,,,,,,
10120.0,1327.0,81.0,88.0,992,,,,,,,,
10131.0,1325.0,83.0,77.0,993,,,,,,,,
10144.0,1328.0,80.0,64.0,994,,,,,,,,
10147.0,1331.0,77.0,61.0,995,,,,,,,,
10123.0,1324.0,84.0,85.0,996,,,,,,,,
10134.0,1326.0,82.0,74.0,997,,,,,,,,
10131.0,1333.0,75.0,77.0,998,,,,,,,,
10126.0,1342.0,66.0,82.0,999,,,,,,,,
10117.0,1314.0,94.0,91.0,1000,,,,,,,,
10145.0,1332.0,76.0,63.0,1001,,,,,,,,
10108.0,1344.0,64.0,100.0,1002,,,,,,,,
10131.0,1321.0,87.0,77.0,1003,,,,,,,,
10138.0,1340.0,68.0,70.0,1004,,,,,,,,
10127.0,1337.0,71.0,81.0,1005,,,,,,,,
10130.0,1331.0,77.0,78.0,1006,,,,,,,,
10134.0,1328.0,80.0,74.0,1007,,,,,,,,
10119.0,1339.0,69.0,89.0,1008,,,,,,,,
10115.0,1310.0,98.0,93.0,1009,,,,,,,,
10130.0,1320.0,88.0,78.0,1010,,,,,,,,
10130.0,1341.0,67.0,78.0,1011,,,,,,,,
10131.0,1330.0,78.0,77.0,1012,,,,,,,,
10124.0,1329.0,79.0,84.0,1013,,,,,,,,
10134.0,1342.0,66.0,74.0,1014,,,,,,,,
10147.0,1335.0,73.0,61.0,1015,,,,,,,,
10132.0,1334.0,74.0,76.0,1016,,,,,,,,
10133.0,1335.0,73.0,75.0,1017,,,,,,,,
10130.0,1309.0,99.0,78.0,1018,,,,,,,,
10129.0,1314.0,94.0,79.0,1019,,,,,,,,
10133.0,1323.0,85.0,75.0,1020,,,,,,,,
10145.0,1342.0,66.0,63.0,1021,,,,,,,,
10117.0,1323.0,85.0,91.0,1022,,,,,,,,
10126.0,1349.0,59.0,82.0,1023,,,,,,,,
10133.0,1331.0,77.0,75.0,1024,,,,,,,,
10126.0,1321.0,87.0,82.0,1025,,,,,,,,
10132.0,1326.0,82.0,76.0,1026,,,,,,,,
10130.0,1330.0,78.0,78.0,1027,,,,,,,,
10146.0,1325.0,83.0,62.0,1028,,,,,,,,
10130.0,1331.0,77.0,78.0,1029,,,,,,,,
10122.0,1328.0,80.0,86.0,1030,,,,,,,,
10134.0,1324.0,84.0,74.0,1031,,,,,,,,
10133.0,1344.0,64.0,75.0,1032,,,,,,,,
10138.0,1328.0,80.0,70.0,1033,,,,,,,,
10136.0,1338.0,70.0,72.0,1034,,,,,,,,
10149.0,1328.0,80.0,59.0,1035,,,,,,,,
10132.0,1335.0,73.0,76.0,1036,,,,,,,,
10131.0,1336.0,72.0,77.0,1037,,,,,,,,
10131.0,1332.0,76.0,77.0,1038,,,,,,,,
10135.0,1328.0,80.0,73.0,1039,,,,,,,,
10136.0,1343.0,65.0,72.0,1040,,,,,,,,
10124.0,1316.0,92.0,84.0,1041,,,,,,,,
10147.0,1339.0,69.0,61.0,1042,,,,,,,,
10131.0,1325.0,83.0,77.0,1043,,,,,,,,
10112.0,1318.0,90.0,96.0,1044,,,,,,,,
10123.0,1329.0,79.0,85.0,1045,,,,,,,,
10131.0,1344.0,64.0,77.0,1046,,,,,,,,
10145.0,1333.0,75.0,63.0,1047,,,,,,,,
10126.0,1338.0,70.0,82.0,1048,,,,,,,,
10133.0,1333.0,75.0,75.0,1049,,,,,,,,
10125.0,1322.0,86.0,83.0,1050,,,,,,,,
10131.0,1320.0,88.0,77.0,1051,,,,,,,,
10128.0,1338.0,70.0,80.0,1052,,,,,,,,
10138.0,1338.0,70.0,70.0,1053,,,,,,,,
10129.0,1321.0,87.0,79.0,1054,,,,,,,,
10113.0,1341.0,67.0,95.0,1055,,,,,,,,
10135.0,1322.0,86.0,73.0,1056,,,,,,,,
10137.0,1344.0,64.0,71.0,1057,,,,,,,,
10130.0,1330.0,78.0,78.0,1058,,,,,,,,
10122.0,1327.0,81.0,86.0,1059,,,,,,,,
10133.0,1336.0,72.0,75.0,1060,,,,,,,,
10139.0,1335.0,73.0,69.0,1061,,,,,,,,
10140.0,1318.0,90.0,68.0,1062,,,,,,,,
10147.0,1319.0,89.0,61.0,1063,,,,,,,,
10125.0,1322.0,86.0,83.0,1064,,,,,,,,
10119.0,1328.0,80.0,89.0,1065,,,,,,,,
10119.0,1331.0,77.0,89.0,1066,,,,,,,,
10122.0,1332.0,76.0,86.0,1067,,,,,,,,
10125.0,1330.0,78.0,83.0,1068,,,,,,,,
10131.0,1320.0,88.0,77.0,1069,,,,,,,,
10152.0,1334.0,74.0,56.0,1070,,,,,,,,
10127.0,1340.0,68.0,81.0,1071,,,,,,,,
10132.0,1328.0,80.0,76.0,1072,,,,,,,,
10123.0,1333.0,75.0,85.0,1073,,,,,,,,
10129.0,1332.0,76.0,79.0,1074,,,,,,,,
10135.0,1320.0,88.0,73.0,1075,,,,,,,,
10131.0,1333.0,75.0,77.0,1076,,,,,,,,
10129.0,1334.0,74.0,79.0,1077,,,,,,,,
10139.0,1326.0,82.0,69.0,1078,,,,,,,,
10134.0,1323.0,85.0,74.0,1079,,,,,,,,
10121.0,1329.0,79.0,87.0,1080,,,,,,,,
10132.0,1329.0,79.0,76.0,1081,,,,,,,,
10142.0,1319.0,89.0,66.0,1082,,,,,,,,
10139.0,1303.0,105.0,69.0,1083,,,,,,,,
10128.0,1335.0,73.0,80.0,1084,,,,,,,,
10135.0,1327.0,81.0,73.0,1085,,,,,,,,
10137.0,1325.0,83.0,71.0,1086,,,,,,,,
10139.0,1323.0,85.0,69.0,1087,,,,,,,,
10130.0,1316.0,92.0,78.0,1088,,,,,,,,
10123.0,1315.0,93.0,85.0,1089,,,,,,,,
10132.0,1326.0,82.0,76.0,1090,,,,,,,,
10124.0,1336.0,72.0,84.0,1091,,,,,,,,
10128.0,1318.0,90.0,80.0,1092,,,,,,,,
10140.0,1334.0,74.0,68.0,1093,,,,,,,,
10141.0,1317.0,91.0,67.0,1094,,,,,,,,
10127.0,1327.0,81.0,81.0,1095,,,,,,,,
10148.0,1319.0,89.0,60.0,1096,,,,,,,,
10121.0,1336.0,72.0,87.0,1097,,,,,,,,
10119.0,1329.0,79.0,89.0,1098,,,,,,,,
10132.0,1337.0,71.0,76.0,1099,,,,,,,,
10160.0,1336.0,72.0,48.0,1100,,,,,,,,
10117.0,1322.0,86.0,91.0,1101,,,,,,,,
10131.0,1321.0,87.0,77.0,1102,,,,,,,,
10121.0,1327.0,81.0,87.0,1103,,,,,,,,
10141.0,1328.0,80.0,67.0,1104,,,,,,,,
10127.0,1334.0,74.0,81.0,1105,,,,,,,,
10148.0,1333.0,75.0,60.0,1106,,,,,,,,
10147.0,1339.0,69.0,61.0,1107,,,,,,,,
10132.0,1332.0,76.0,76.0,1108,,,,,,,,
10130.0,1340.0,68.0,78.0,1109,,,,,,,,
10133.0,1323.0,85.0,75.0,1110,,,,,,,,
10138.0,1321.0,87.0,70.0,1111,,,,,,,,
10138.0,1334.0,74.0,70.0,1112,,,,,,,,
10140.0,1326.0,82.0,68.0,1113,,,,,,,,
10141.0,1333.0,75.0,67.0,1114,,,,,,,,
10125.0,1315.0,93.0,83.0,1115,,,,,,,,
10121.0,1323.0,85.0,87.0,1116,,,,,,,,
10133.0,1331.0,77.0,75.0,1117,,,,,,,,
10131.0,1323.0,85.0,77.0,1118,,,,,,,,
10142.0,1339.0,69.0,66.0,1119,,,,,,,,
10122.0,1332.0,76.0,86.0,1120,,,,,,,,
10136.0,1326.0,82.0,72.0,1121,,,,,,,,
10147.0,1323.0,85.0,61.0,1122,,,,,,,,
10132.0,1337.0,71.0,76.0,1123,,,,,,,,
10106.0,1329.0,79.0,102.0,1124,,,,,,,,
10115.0,1336.0,72.0,93.0,1125,,,,,,,,
10135.0,1326.0,82.0,73.0,1126,,,,,,,,
10134.0,1345.0,63.0,74.0,1127,,,,,,,,
10145.0,1323.0,85.0,63.0,1128,,,,,,,,
10136.0,1329.0,79.0,72.0,1129,,,,,,,,
10136.0,1320.0,88.0,72.0,1130,,,,,,,,
10133.0,1332.0,76.0,75.0,1131,,,,,,,,
10139.0,1325.0,83.0,69.0,1132,,,,,,,,
10131.0,1340.0,68.0,77.0,1133,,,,,,,,
10132.0,1328.0,80.0,76.0,1134,,,,,,,,
10129.0,1326.0,82.0,79.0,1135,,,,,,,,
10129.0,1306.0,102.0,79.0,1136,,,,,,,,
10140.0,1328.0,80.0,68.0,1137,,,,,,,,
10137.0,1337.0,71.0,71.0,1138,,,,,,,,
10136.0,1336.0,72.0,72.0,1139,,,,,,,,
10144.0,1324.0,84.0,64.0,1140,,,,,,,,
10127.0,1321.0,87.0,81.0,1141,,,,,,,,
10126.0,1337.0,71.0,82.0,1142,,,,,,,,
10119.0,1332.0,76.0,89.0,1143,,,,,,,,
10117.0,1338.0,70.0,91.0,1144,,,,,,,,
10105.0,1330.0,78.0,103.0,1145,,,,,,,,
10136.0,1313.0,95.0,72.0,1146,,,,,,,,
10142.0,1348.0,60.0,66.0,1147,,,,,,,,
10122.0,1327.0,81.0,86.0,1148,,,,,,,,
10147.0,1335.0,73.0,61.0,1149,,,,,,,,
10125.0,1319.0,89.0,83.0,1150,,,,,,,,
10138.0,1333.0,75.0,70.0,1151,,,,,,,,
10118.0,1326.0,82.0,90.0,1152,,,,,,,,
10143.0,1335.0,73.0,65.0,1153,,,,,,,,
10136.0,1343.0,65.0,72.0,1154,,,,,,,,
10140.0,1340.0,68.0,68.0,1155,,,,,,,,
10126.0,1319.0,89.0,82.0,1156,,,,,,,,
10138.0,1345.0,63.0,70.0,1157,,,,,,,,
10133.0,1338.0,70.0,75.0,1158,,,,,,,,
10132.0,1333.0,75.0,76.0,1159,,,,,,,,
10116.0,1319.0,89.0,92.0,1160,,,,,,,,
10132.0,1327.0,81.0,76.0,1161,,,,,,,,
10141.0,1338.0,70.0,67.0,1162,,,,,,,,
10138.0,1333.0,75.0,70.0,1163,,,,,,,,
10106.0,1321.0,87.0,102.0,1164,,,,,,,,
10148.0,1345.0,63.0,60.0,1165,,,,,,,,
10134.0,1326.0,82.0,74.0,1166,,,,,,,,
10121.0,1331.0,77.0,87.0,1167,,,,,,,,
10149.0,1325.0,83.0,59.0,1168,,,,,,,,
10139.0,1337.0,71.0,69.0,1169,,,,,,,,
10130.0,1319.0,89.0,78.0,1170,,,,,,,,
10132.0,1330.0,78.0,76.0,1171,,,,,,,,
10116.0,1343.0,65.0,92.0,1172,,,,,,,,
10138.0,1336.0,72.0,70.0,1173,,,,,,,,
10150.0,1329.0,79.0,58.0,1174,,,,,,,,
10123.0,1303.0,105.0,85.0,1175,,,,,,,,
10129.0,1322.0,86.0,79.0,1176,,,,,,,,
10120.0,1332.0,76.0,88.0,1177,,,,,,,,
10132.0,1325.0,83.0,76.0,1178,,,,,,,,
10147.0,1310.0,98.0,61.0,1179,,,,,,,,
10141.0,1327.0,81.0,67.0,1180,,,,,,,,
10130.0,1329.0,79.0,78.0,1181,,,,,,,,
10129.0,1334.0,74.0,79.0,1182,,,,,,,,
10153.0,1334.0,74.0,55.0,1183,,,,,,,,
10138.0,1336.0,72.0,70.0,1184,,,,,,,,
10136.0,1323.0,85.0,72.0,1185,,,,,,,,
10150.0,1325.0,83.0,58.0,1186,,,,,,,,
10151.0,1319.0,89.0,57.0,1187,,,,,,,,
10136.0,1326.0,82.0,72.0,1188,,,,,,,,
10146.0,1338.0,70.0,62.0,1189,,,,,,,,
10126.0,1338.0,70.0,82.0,1190,,,,,,,,
10131.0,1346.0,62.0,77.0,1191,,,,,,,,
10136.0,1333.0,75.0,72.0,1192,,,,,,,,
10112.0,1324.0,84.0,96.0,1193,,,,,,,,
10131.0,1332.0,76.0,77.0,1194,,,,,,,,
10128.0,1346.0,62.0,80.0,1195,,,,,,,,
10122.0,1316.0,92.0,86.0,1196,,,,,,,,
10121.0,1327.0,81.0,87.0,1197,,,,,,,,
10123.0,1331.0,77.0,85.0,1198,,,,,,,,
10135.0,1332.0,76.0,73.0,1199,,,,,,,,
10119.0,1330.0,78.0,89.0,1200,,,,,,,,
10135.0,1325.0,83.0,73.0,1201,,,,,,,,
10108.0,1329.0,79.0,100.0,1202,,,,,,,,
10141.0,1326.0,82.0,67.0,1203,,,,,,,,
10117.0,1321.0,87.0,91.0,1204,,,,,,,,
10123.0,1330.0,78.0,85.0,1205,,,,,,,,
10149.0,1340.0,68.0,59.0,1206,,,,,,,,
10143.0,1327.0,81.0,65.0,1207,,,,,,,,
10118.0,1338.0,70.0,90.0,1208,,,,,,,,
10138.0,1324.0,84.0,70.0,1209,,,,,,,,
10134.0,1335.0,73.0,74.0,1210,,,,,,,,
10132.0,1325.0,83.0,76.0,1211,,,,,,,,
10146.0,1349.0,59.0,62.0,1212,,,,,,,,
10138.0,1334.0,74.0,70.0,1213,,,,,,,,
10134.0,1313.0,95.0,74.0,1214,,,,,,,,
10137.0,1328.0,80.0,71.0,1215,,,,,,,,
10131.0,1321.0,87.0,77.0,1216,,,,,,,,
10109.0,1325.0,83.0,99.0,1217,,,,,,,,
10134.0,1318.0,90.0,74.0,1218,,,,,,,,
10130.0,1320.0,88.0,78.0,1219,,,,,,,,
10141.0,1324.0,84.0,67.0,1220,,,,,,,,
10136.0,1330.0,78.0,72.0,1221,,,,,,,,
10142.0,1324.0,84.0,66.0,1222,,,,,,,,
10122.0,1348.0,60.0,86.0,1223,,,,,,,,
10137.0,1342.0,66.0,71.0,1224,,,,,,,,
10140.0,1331.0,77.0,68.0,1225,,,,,,,,
10116.0,1327.0,81.0,92.0,1226,,,,,,,,
10126.0,1337.0,71.0,82.0,1227,,,,,,,,
10138.0,1319.0,89.0,70.0,1228,,,,,,,,
10125.0,1328.0,80.0,83.0,1229,,,,,,,,
10141.0,1331.0,77.0,67.0,1230,,,,,,,,
10131.0,1318.0,90.0,77.0,1231,,,,,,,,
10116.0,1337.0,71.0,92.0,1232,,,,,,,,
10135.0,1333.0,75.0,73.0,1233,,,,,,,,
10142.0,1341.0,67.0,66.0,1234,,,,,,,,
10139.0,1333.0,75.0,69.0,1235,,,,,,,,
10141.0,1333.0,75.0,67.0,1236,,,,,,,,
10119.0,1317.0,91.0,89.0,1237,,,,,,,,
10123.0,1337.0,71.0,85.0,1238,,,,,,,,
10114.0,1321.0,87.0,94.0,1239,,,,,,,,
10141.0,1328.0,80.0,67.0,1240,,,,,,,,
10130.0,1319.0,89.0,78.0,1241,,,,,,,,
10128.0,1323.0,85.0,80.0,1242,,,,,,,,
10111.0,1315.0,93.0,97.0,1243,,,,,,,,
10116.0,1323.0,85.0,92.0,1244,,,,,,,,
10117.0,1327.0,81.0,91.0,1245,,,,,,,,
10128.0,1323.0,85.0,80.0,1246,,,,,,,,
10134.0,1326.0,82.0,74.0,1247,,,,,,,,
10121.0,1326.0,82.0,87.0,1248,,,,,,,,
10127.0,1333.0,75.0,81.0,1249,,,,,,,,
10136.0,1325.0,83.0,72.0,1250,,,,,,,,
10128.0,1316.0,92.0,80.0,1251,,,,,,,,
10137.0,1326.0,82.0,71.0,1252,,,,,,,,
10137.0,1331.0,77.0,71.0,1253,,,,,,,,
10126.0,1343.0,65.0,82.0,1254,,,,,,,,
10126.0,1320.0,88.0,82.0,1255,,,,,,,,
10136.0,1331.0,77.0,72.0,1256,,,,,,,,
10113.0,1327.0,81.0,95.0,1257,,,,,,,,
10133.0,1327.0,81.0,75.0,1258,,,,,,,,
10136.0,1338.0,70.0,72.0,1259,,,,,,,,
10147.0,1334.0,74.0,61.0,1260,,,,,,,,
10147.0,1328.0,80.0,61.0,1261,,,,,,,,
10128.0,1310.0,98.0,80.0,1262,,,,,,,,
10144.0,1323.0,85.0,64.0,1263,,,,,,,,
10126.0,1324.0,84.0,82.0,1264,,,,,,,,
10131.0,1335.0,73.0,77.0,1265,,,,,,,,
10137.0,1328.0,80.0,71.0,1266,,,,,,,,
10122.0,1332.0,76.0,86.0,1267,,,,,,,,
10147.0,1341.0,67.0,61.0,1268,,,,,,,,
10137.0,1340.0,68.0,71.0,1269,,,,,,,,
10134.0,1311.0,97.0,74.0,1270,,,,,,,,
10128.0,1323.0,85.0,80.0,1271,,,,,,,,
10124.0,1317.0,91.0,84.0,1272,,,,,,,,
10137.0,1334.0,74.0,71.0,1273,,,,,,,,
10125.0,1306.0,102.0,83.0,1274,,,,,,,,
10134.0,1333.0,75.0,74.0,1275,,,,,,,,
10144.0,1321.0,87.0,64.0,1276,,,,,,,,
10151.0,1324.0,84.0,57.0,1277,,,,,,,,
10135.0,1334.0,74.0,73.0,1278,,,,,,,,
10129.0,1331.0,77.0,79.0,1279,,,,,,,,
10137.0,1325.0,83.0,71.0,1280,,,,,,,,
10125.0,1310.0,98.0,83.0,1281,,,,,,,,
10133.0,1334.0,74.0,75.0,1282,,,,,,,,
10136.0,1334.0,74.0,72.0,1283,,,,,,,,
10124.0,1334.0,74.0,84.0,1284,,,,,,,,
10125.0,1331.0,77.0,83.0,1285,,,,,,,,
10137.0,1329.0,79.0,71.0,1286,,,,,,,,
10144.0,1327.0,81.0,64.0,1287,,,,,,,,
10129.0,1335.0,73.0,79.0,1288,,,,,,,,
10127.0,1330.0,78.0,81.0,1289,,,,,,,,
10151.0,1345.0,63.0,57.0,1290,,,,,,,,
10130.0,1338.0,70.0,78.0,1291,,,,,,,,
10150.0,1324.0,84.0,58.0,1292,,,,,,,,
10148.0,1336.0,72.0,60.0,1293,,,,,,,,
10126.0,1318.0,90.0,82.0,1294,,,,,,,,
10137.0,1326.0,82.0,71.0,1295,,,,,,,,
10136.0,1328.0,80.0,72.0,1296,,,,,,,,
10130.0,1329.0,79.0,78.0,1297,,,,,,,,
10116.0,1344.0,64.0,92.0,1298,,,,,,,,
10135.0,1343.0,65.0,73.0,1299,,,,,,,,
10151.0,1329.0,79.0,57.0,1300,,,,,,,,
10120.0,1332.0,76.0,88.0,1301,,,,,,,,
10131.0,1325.0,83.0,77.0,1302,,,,,,,,
10133.0,1345.0,63.0,75.0,1303,,,,,,,,
10144.0,1331.0,77.0,64.0,1304,,,,,,,,
10128.0,1331.0,77.0,80.0,1305,,,,,,,,
10129.0,1335.0,73.0,79.0,1306,,,,,,,,
10143.0,1345.0,63.0,65.0,1307,,,,,,,,
10137.0,1336.0,72.0,71.0,1308,,,,,,,,
10122.0,1337.0,71.0,86.0,1309,,,,,,,,
10130.0,1334.0,74.0,78.0,1310,,,,,,,,
10129.0,1329.0,79.0,79.0,1311,,,,,,,,
10128.0,1317.0,91.0,80.0,1312,,,,,,,,
10131.0,1334.0,74.0,77.0,1313,,,,,,,,
10130.0,1316.0,92.0,78.0,1314,,,,,,,,
10103.0,1330.0,78.0,105.0,1315,,,,,,,,
10137.0,1344.0,64.0,71.0,1316,,,,,,,,
10134.0,1326.0,82.0,74.0,1317,,,,,,,,
10116.0,1339.0,69.0,92.0,1318,,,,,,,,
10139.0,1323.0,85.0,69.0,1319,,,,,,,,
10128.0,1340.0,68.0,80.0,1320,,,,,,,,
10133.0,1321.0,87.0,75.0,1321,,,,,,,,
10144.0,1324.0,84.0,64.0,1322,,,,,,,,
10120.0,1335.0,73.0,88.0,1323,,,,,,,,
10130.0,1333.0,75.0,78.0,1324,,,,,,,,
10136.0,1333.0,75.0,72.0,1325,,,,,,,,
10125.0,1334.0,74.0,83.0,1326,,,,,,,,
10143.0,1334.0,74.0,65.0,1327,,,,,,,,
10129.0,1332.0,76.0,79.0,1328,,,,,,,,
10109.0,1329.0,79.0,99.0,1329,,,,,,,,
10127.0,1333.0,75.0,81.0,1330,,,,,,,,
10135.0,1331.0,77.0,73.0,1331,,,,,,,,
10125.0,1330.0,78.0,83.0,1332,,,,,,,,
10147.0,1338.0,70.0,61.0,1333,,,,,,,,
10139.0,1338.0,70.0,69.0,1334,,,,,,,,
10127.0,1330.0,78.0,81.0,1335,,,,,,,,
10138.0,1333.0,75.0,70.0,1336,,,,,,,,
10130.0,1328.0,80.0,78.0,1337,,,,,,,,
10123.0,1326.0,82.0,85.0,1338,,,,,,,,
10141.0,1333.0,75.0,67.0,1339,,,,,,,,
10135.0,1327.0,81.0,73.0,1340,,,,,,,,
10117.0,1314.0,94.0,91.0,1341,,,,,,,,
10135.0,1322.0,86.0,73.0,1342,,,,,,,,
10137.0,1330.0,78.0,71.0,1343,,,,,,,,
10135.0,1319.0,89.0,73.0,1344,,,,,,,,
10134.0,1317.0,91.0,74.0,1345,,,,,,,,
10117.0,1307.0,101.0,91.0,1346,,,,,,,,
10123.0,1327.0,81.0,85.0,1347,,,,,,,,
10126.0,1333.0,75.0,82.0,1348,,,,,,,,
10142.0,1335.0,73.0,66.0,1349,,,,,,,,
10136.0,1334.0,74.0,72.0,1350,,,,,,,,
10128.0,1326.0,82.0,80.0,1351,,,,,,,,
10126.0,1334.0,74.0,82.0,1352,,,,,,,,
10138.0,1340.0,68.0,70.0,1353,,,,,,,,
10130.0,1332.0,76.0,78.0,1354,,,,,,,,
10127.0,1336.0,72.0,81.0,1355,,,,,,,,
10134.0,1338.0,70.0,74.0,1356,,,,,,,,
10115.0,1322.0,86.0,93.0,1357,,,,,,,,
10147.0,1329.0,79.0,61.0,1358,,,,,,,,
10125.0,1344.0,64.0,83.0,1359,,,,,,,,
10133.0,1342.0,66.0,75.0,1360,,,,,,,,
10138.0,1331.0,77.0,70.0,1361,,,,,,,,
10110.0,1335.0,73.0,98.0,1362,,,,,,,,
10128.0,1358.0,50.0,80.0,1363,,,,,,,,
10131.0,1340.0,68.0,77.0,1364,,,,,,,,
10122.0,1318.0,90.0,86.0,1365,,,,,,,,
10142.0,1328.0,80.0,66.0,1366,,,,,,,,
10142.0,1315.0,93.0,66.0,1367,,,,,,,,
10117.0,1313.0,95.0,91.0,1368,,,,,,,,
10106.0,1325.0,83.0,102.0,1369,,,,,,,,
10137.0,1331.0,77.0,71.0,1370,,,,,,,,
10129.0,1331.0,77.0,79.0,1371,,,,,,,,
10134.0,1316.0,92.0,74.0,1372,,,,,,,,
10139.0,1332.0,76.0,69.0,1373,,,,,,,,
10130.0,1334.0,74.0,78.0,1374,,,,,,,,
10121.0,1323.0,85.0,87.0,1375,,,,,,,,
10136.0,1311.0,97.0,72.0,1376,,,,,,,,
10123.0,1327.0,81.0,85.0,1377,,,,,,,,
10144.0,1321.0,87.0,64.0,1378,,,,,,,,
10142.0,1323.0,85.0,66.0,1379,,,,,,,,
10127.0,1334.0,74.0,81.0,1380,,,,,,,,
10143.0,1323.0,85.0,65.0,1381,,,,,,,,
10116.0,1328.0,80.0,92.0,1382,,,,,,,,
10133.0,1327.0,81.0,75.0,1383,,,,,,,,
10134.0,1327.0,81.0,74.0,1384,,,,,,,,
10122.0,1333.0,75.0,86.0,1385,,,,,,,,
10131.0,1340.0,68.0,77.0,1386,,,,,,,,
10135.0,1328.0,80.0,73.0,1387,,,,,,,,
10141.0,1333.0,75.0,67.0,1388,,,,,,,,
10127.0,1333.0,75.0,81.0,1389,,,,,,,,
10130.0,1329.0,79.0,78.0,1390,,,,,,,,
10133.0,1314.0,94.0,75.0,1391,,,,,,,,
10135.0,1339.0,69.0,73.0,1392,,,,,,,,
10143.0,1337.0,71.0,65.0,1393,,,,,,,,
10135.0,1329.0,79.0,73.0,1394,,,,,,,,
10145.0,1326.0,82.0,63.0,1395,,,,,,,,
10120.0,1316.0,92.0,88.0,1396,,,,,,,,
10142.0,1327.0,81.0,66.0,1397,,,,,,,,
10123.0,1320.0,88.0,85.0,1398,,,,,,,,
10114.0,1327.0,81.0,94.0,1399,,,,,,,,
10155.0,1330.0,78.0,53.0,1400,,,,,,,,
10134.0,1335.0,73.0,74.0,1401,,,,,,,,
10114.0,1336.0,72.0,94.0,1402,,,,,,,,
10142.0,1338.0,70.0,66.0,1403,,,,,,,,
10136.0,1325.0,83.0,72.0,1404,,,,,,,,
10135.0,1326.0,82.0,73.0,1405,,,,,,,,
10133.0,1328.0,80.0,75.0,1406,,,,,,,,
10125.0,1347.0,61.0,83.0,1407,,,,,,,,
10135.0,1322.0,86.0,73.0,1408,,,,,,,,
10130.0,1330.0,78.0,78.0,1409,,,,,,,,
10139.0,1322.0,86.0,69.0,1410,,,,,,,,
10138.0,1326.0,82.0,70.0,1411,,,,,,,,
10123.0,1321.0,87.0,85.0,1412,,,,,,,,
10134.0,1314.0,94.0,74.0,1413,,,,,,,,
10136.0,1327.0,81.0,72.0,1414,,,,,,,,
10126.0,1322.0,86.0,82.0,1415,,,,,,,,
10128.0,1325.0,83.0,80.0,1416,,,,,,,,
10139.0,1330.0,78.0,69.0,1417,,,,,,,,
10124.0,1338.0,70.0,84.0,1418,,,,,,,,
10117.0,1315.0,93.0,91.0,1419,,,,,,,,
10143.0,1337.0,71.0,65.0,1420,,,,,,,,
10131.0,1326.0,82.0,77.0,1421,,,,,,,,
10125.0,1322.0,86.0,83.0,1422,,,,,,,,
10140.0,1318.0,90.0,68.0,1423,,,,,,,,
10134.0,1341.0,67.0,74.0,1424,,,,,,,,
10119.0,1331.0,77.0,89.0,1425,,,,,,,,
10147.0,1323.0,85.0,61.0,1426,,,,,,,,
10132.0,1328.0,80.0,76.0,1427,,,,,,,,
10141.0,1331.0,77.0,67.0,1428,,,,,,,,
10128.0,1335.0,73.0,80.0,1429,,,,,,,,
10127.0,1328.0,80.0,81.0,1430,,,,,,,,
10133.0,1316.0,92.0,75.0,1431,,,,,,,,
10129.0,1332.0,76.0,79.0,1432,,,,,,,,
10134.0,1333.0,75.0,74.0,1433,,,,,,,,
10147.0,1323.0,85.0,61.0,1434,,,,,,,,
10128.0,1297.0,111.0,80.0,1435,,,,,,,,
10121.0,1324.0,84.0,87.0,1436,,,,,,,,
10161.0,1329.0,79.0,47.0,1437,,,,,,,,
10139.0,1340.0,68.0,69.0,1438,,,,,,,,
10130.0,1334.0,74.0,78.0,1439,,,,,,,,
10135.0,1315.0,93.0,73.0,1440,,,,,,,,
10124.0,1324.0,84.0,84.0,1441,,,,,,,,
10138.0,1333.0,75.0,70.0,1442,,,,,,,,
10126.0,1334.0,74.0,82.0,1443,,,,,,,,
10125.0,1327.0,81.0,83.0,1444,,,,,,,,
10128.0,1321.0,87.0,80.0,1445,,,,,,,,
10130.0,1312.0,96.0,78.0,1446,,,,,,,,
10128.0,1325.0,83.0,80.0,1447,,,,,,,,
10134.0,1316.0,92.0,74.0,1448,,,,,,,,
10127.0,1329.0,79.0,81.0,1449,,,,,,,,
10132.0,1319.0,89.0,76.0,1450,,,,,,,,
10132.0,1331.0,77.0,76.0,1451,,,,,,,,
10133.0,1321.0,87.0,75.0,1452,,,,,,,,
10136.0,1327.0,81.0,72.0,1453,,,,,,,,
