valid_tn_step,valid_fp_step,valid_tp_step,valid_fn_step,step,valid_tp_epoch,valid_fn_epoch,valid_F1,epoch,valid_Loss,valid_fp_epoch,valid_tn_epoch,valid_WAcc
10137.0,1322.0,86.0,71.0,478,,,,,,,,
10132.0,1323.0,85.0,76.0,479,,,,,,,,
10118.0,1332.0,76.0,90.0,480,,,,,,,,
10123.0,1325.0,83.0,85.0,481,,,,,,,,
10127.0,1338.0,70.0,81.0,482,,,,,,,,
10121.0,1325.0,83.0,87.0,483,,,,,,,,
10128.0,1333.0,75.0,80.0,484,,,,,,,,
10133.0,1340.0,68.0,75.0,485,,,,,,,,
10128.0,1330.0,78.0,80.0,486,,,,,,,,
10124.0,1325.0,83.0,84.0,487,,,,,,,,
10138.0,1336.0,72.0,70.0,488,,,,,,,,
10129.0,1326.0,82.0,79.0,489,,,,,,,,
10120.0,1322.0,86.0,88.0,490,,,,,,,,
10125.0,1323.0,85.0,83.0,491,,,,,,,,
10119.0,1333.0,75.0,89.0,492,,,,,,,,
10127.0,1317.0,91.0,81.0,493,,,,,,,,
10131.0,1332.0,76.0,77.0,494,,,,,,,,
10139.0,1330.0,78.0,69.0,495,,,,,,,,
10130.0,1322.0,86.0,78.0,496,,,,,,,,
10137.0,1345.0,63.0,71.0,497,,,,,,,,
10141.0,1338.0,70.0,67.0,498,,,,,,,,
10114.0,1319.0,89.0,94.0,499,,,,,,,,
10126.0,1331.0,77.0,82.0,500,,,,,,,,
10121.0,1338.0,70.0,87.0,501,,,,,,,,
10138.0,1323.0,85.0,70.0,502,,,,,,,,
10137.0,1317.0,91.0,71.0,503,,,,,,,,
10130.0,1321.0,87.0,78.0,504,,,,,,,,
10130.0,1340.0,68.0,78.0,505,,,,,,,,
10133.0,1315.0,93.0,75.0,506,,,,,,,,
10121.0,1335.0,73.0,87.0,507,,,,,,,,
10137.0,1332.0,76.0,71.0,508,,,,,,,,
10130.0,1326.0,82.0,78.0,509,,,,,,,,
10119.0,1327.0,81.0,89.0,510,,,,,,,,
10141.0,1327.0,81.0,67.0,511,,,,,,,,
10131.0,1324.0,84.0,77.0,512,,,,,,,,
10119.0,1319.0,89.0,89.0,513,,,,,,,,
10115.0,1335.0,73.0,93.0,514,,,,,,,,
10124.0,1326.0,82.0,84.0,515,,,,,,,,
10128.0,1330.0,78.0,80.0,516,,,,,,,,
10109.0,1337.0,71.0,99.0,517,,,,,,,,
10141.0,1321.0,87.0,67.0,518,,,,,,,,
10133.0,1313.0,95.0,75.0,519,,,,,,,,
10118.0,1321.0,87.0,90.0,520,,,,,,,,
10129.0,1339.0,69.0,79.0,521,,,,,,,,
10122.0,1332.0,76.0,86.0,522,,,,,,,,
10136.0,1328.0,80.0,72.0,523,,,,,,,,
10139.0,1329.0,79.0,69.0,524,,,,,,,,
10137.0,1322.0,86.0,71.0,525,,,,,,,,
10116.0,1311.0,97.0,92.0,526,,,,,,,,
10127.0,1320.0,88.0,81.0,527,,,,,,,,
10141.0,1323.0,85.0,67.0,528,,,,,,,,
10134.0,1341.0,67.0,74.0,529,,,,,,,,
10132.0,1317.0,91.0,76.0,530,,,,,,,,
10144.0,1330.0,78.0,64.0,531,,,,,,,,
10128.0,1344.0,64.0,80.0,532,,,,,,,,
10144.0,1334.0,74.0,64.0,533,,,,,,,,
10136.0,1331.0,77.0,72.0,534,,,,,,,,
10139.0,1311.0,97.0,69.0,535,,,,,,,,
10131.0,1331.0,77.0,77.0,536,,,,,,,,
10140.0,1325.0,83.0,68.0,537,,,,,,,,
10130.0,1331.0,77.0,78.0,538,,,,,,,,
10133.0,1325.0,83.0,75.0,539,,,,,,,,
10140.0,1313.0,95.0,68.0,540,,,,,,,,
10123.0,1320.0,88.0,85.0,541,,,,,,,,
10140.0,1335.0,73.0,68.0,542,,,,,,,,
10157.0,1348.0,60.0,51.0,543,,,,,,,,
10130.0,1316.0,92.0,78.0,544,,,,,,,,
10144.0,1319.0,89.0,64.0,545,,,,,,,,
10135.0,1329.0,79.0,73.0,546,,,,,,,,
10134.0,1344.0,64.0,74.0,547,,,,,,,,
10128.0,1324.0,84.0,80.0,548,,,,,,,,
10130.0,1324.0,84.0,78.0,549,,,,,,,,
10125.0,1342.0,66.0,83.0,550,,,,,,,,
10127.0,1329.0,79.0,81.0,551,,,,,,,,
10136.0,1326.0,82.0,72.0,552,,,,,,,,
10131.0,1346.0,62.0,77.0,553,,,,,,,,
10137.0,1314.0,94.0,71.0,554,,,,,,,,
10141.0,1322.0,86.0,67.0,555,,,,,,,,
10137.0,1322.0,86.0,71.0,556,,,,,,,,
10134.0,1320.0,88.0,74.0,557,,,,,,,,
10149.0,1329.0,79.0,59.0,558,,,,,,,,
10145.0,1330.0,78.0,63.0,559,,,,,,,,
10139.0,1324.0,84.0,69.0,560,,,,,,,,
10136.0,1329.0,79.0,72.0,561,,,,,,,,
10135.0,1329.0,79.0,73.0,562,,,,,,,,
10126.0,1336.0,72.0,82.0,563,,,,,,,,
10131.0,1333.0,75.0,77.0,564,,,,,,,,
10135.0,1330.0,78.0,73.0,565,,,,,,,,
10146.0,1325.0,83.0,62.0,566,,,,,,,,
10130.0,1312.0,96.0,78.0,567,,,,,,,,
10114.0,1321.0,87.0,94.0,568,,,,,,,,
10145.0,1322.0,86.0,63.0,569,,,,,,,,
10140.0,1326.0,82.0,68.0,570,,,,,,,,
10126.0,1318.0,90.0,82.0,571,,,,,,,,
10130.0,1330.0,78.0,78.0,572,,,,,,,,
10122.0,1321.0,87.0,86.0,573,,,,,,,,
10139.0,1343.0,65.0,69.0,574,,,,,,,,
10129.0,1317.0,91.0,79.0,575,,,,,,,,
10132.0,1341.0,67.0,76.0,576,,,,,,,,
10135.0,1332.0,76.0,73.0,577,,,,,,,,
10126.0,1328.0,80.0,82.0,578,,,,,,,,
10144.0,1333.0,75.0,64.0,579,,,,,,,,
10112.0,1326.0,82.0,96.0,580,,,,,,,,
10125.0,1330.0,78.0,83.0,581,,,,,,,,
10138.0,1351.0,57.0,70.0,582,,,,,,,,
10123.0,1333.0,75.0,85.0,583,,,,,,,,
10132.0,1326.0,82.0,76.0,584,,,,,,,,
10141.0,1331.0,77.0,67.0,585,,,,,,,,
10127.0,1324.0,84.0,81.0,586,,,,,,,,
10129.0,1338.0,70.0,79.0,587,,,,,,,,
10142.0,1340.0,68.0,66.0,588,,,,,,,,
10113.0,1336.0,72.0,95.0,589,,,,,,,,
10123.0,1323.0,85.0,85.0,590,,,,,,,,
10141.0,1340.0,68.0,67.0,591,,,,,,,,
10140.0,1329.0,79.0,68.0,592,,,,,,,,
10112.0,1324.0,84.0,96.0,593,,,,,,,,
10135.0,1333.0,75.0,73.0,594,,,,,,,,
10123.0,1335.0,73.0,85.0,595,,,,,,,,
10138.0,1324.0,84.0,70.0,596,,,,,,,,
10131.0,1323.0,85.0,77.0,597,,,,,,,,
10138.0,1335.0,73.0,70.0,598,,,,,,,,
10140.0,1330.0,78.0,68.0,599,,,,,,,,
10132.0,1317.0,91.0,76.0,600,,,,,,,,
10145.0,1343.0,65.0,63.0,601,,,,,,,,
10129.0,1321.0,87.0,79.0,602,,,,,,,,
10130.0,1330.0,78.0,78.0,603,,,,,,,,
10141.0,1325.0,83.0,67.0,604,,,,,,,,
10142.0,1330.0,78.0,66.0,605,,,,,,,,
10142.0,1356.0,52.0,66.0,606,,,,,,,,
10142.0,1324.0,84.0,66.0,607,,,,,,,,
10111.0,1317.0,91.0,97.0,608,,,,,,,,
10126.0,1335.0,73.0,82.0,609,,,,,,,,
10127.0,1334.0,74.0,81.0,610,,,,,,,,
10127.0,1336.0,72.0,81.0,611,,,,,,,,
10130.0,1333.0,75.0,78.0,612,,,,,,,,
10137.0,1327.0,81.0,71.0,613,,,,,,,,
10119.0,1337.0,71.0,89.0,614,,,,,,,,
10128.0,1326.0,82.0,80.0,615,,,,,,,,
10132.0,1332.0,76.0,76.0,616,,,,,,,,
10132.0,1331.0,77.0,76.0,617,,,,,,,,
10123.0,1338.0,70.0,85.0,618,,,,,,,,
10136.0,1326.0,82.0,72.0,619,,,,,,,,
10117.0,1330.0,78.0,91.0,620,,,,,,,,
10140.0,1331.0,77.0,68.0,621,,,,,,,,
10130.0,1317.0,91.0,78.0,622,,,,,,,,
10132.0,1337.0,71.0,76.0,623,,,,,,,,
10140.0,1319.0,89.0,68.0,624,,,,,,,,
10144.0,1341.0,67.0,64.0,625,,,,,,,,
10130.0,1317.0,91.0,78.0,626,,,,,,,,
10133.0,1334.0,74.0,75.0,627,,,,,,,,
10142.0,1328.0,80.0,66.0,628,,,,,,,,
10130.0,1318.0,90.0,78.0,629,,,,,,,,
10114.0,1328.0,80.0,94.0,630,,,,,,,,
10138.0,1325.0,83.0,70.0,631,,,,,,,,
10145.0,1322.0,86.0,63.0,632,,,,,,,,
10135.0,1332.0,76.0,73.0,633,,,,,,,,
10117.0,1321.0,87.0,91.0,634,,,,,,,,
10137.0,1320.0,88.0,71.0,635,,,,,,,,
10117.0,1326.0,82.0,91.0,636,,,,,,,,
10147.0,1323.0,85.0,61.0,637,,,,,,,,
10127.0,1314.0,94.0,81.0,638,,,,,,,,
10136.0,1325.0,83.0,72.0,639,,,,,,,,
10146.0,1327.0,81.0,62.0,640,,,,,,,,
10118.0,1331.0,77.0,90.0,641,,,,,,,,
10120.0,1323.0,85.0,88.0,642,,,,,,,,
10132.0,1339.0,69.0,76.0,643,,,,,,,,
10128.0,1333.0,75.0,80.0,644,,,,,,,,
10129.0,1337.0,71.0,79.0,645,,,,,,,,
10127.0,1315.0,93.0,81.0,646,,,,,,,,
10142.0,1326.0,82.0,66.0,647,,,,,,,,
10127.0,1329.0,79.0,81.0,648,,,,,,,,
10115.0,1328.0,80.0,93.0,649,,,,,,,,
10102.0,1342.0,66.0,106.0,650,,,,,,,,
10135.0,1342.0,66.0,73.0,651,,,,,,,,
10137.0,1314.0,94.0,71.0,652,,,,,,,,
10129.0,1314.0,94.0,79.0,653,,,,,,,,
10145.0,1323.0,85.0,63.0,654,,,,,,,,
10124.0,1339.0,69.0,84.0,655,,,,,,,,
10120.0,1331.0,77.0,88.0,656,,,,,,,,
10125.0,1322.0,86.0,83.0,657,,,,,,,,
10122.0,1332.0,76.0,86.0,658,,,,,,,,
10136.0,1325.0,83.0,72.0,659,,,,,,,,
10136.0,1346.0,62.0,72.0,660,,,,,,,,
10140.0,1322.0,86.0,68.0,661,,,,,,,,
10128.0,1339.0,69.0,80.0,662,,,,,,,,
10124.0,1305.0,103.0,84.0,663,,,,,,,,
10146.0,1315.0,93.0,62.0,664,,,,,,,,
10140.0,1329.0,79.0,68.0,665,,,,,,,,
10118.0,1333.0,75.0,90.0,666,,,,,,,,
10143.0,1327.0,81.0,65.0,667,,,,,,,,
10125.0,1327.0,81.0,83.0,668,,,,,,,,
10137.0,1317.0,91.0,71.0,669,,,,,,,,
10126.0,1315.0,93.0,82.0,670,,,,,,,,
10134.0,1323.0,85.0,74.0,671,,,,,,,,
10118.0,1332.0,76.0,90.0,672,,,,,,,,
10117.0,1331.0,77.0,91.0,673,,,,,,,,
10140.0,1330.0,78.0,68.0,674,,,,,,,,
10110.0,1317.0,91.0,98.0,675,,,,,,,,
10137.0,1328.0,80.0,71.0,676,,,,,,,,
10128.0,1330.0,78.0,80.0,677,,,,,,,,
10145.0,1345.0,63.0,63.0,678,,,,,,,,
10130.0,1326.0,82.0,78.0,679,,,,,,,,
10136.0,1337.0,71.0,72.0,680,,,,,,,,
10126.0,1310.0,98.0,82.0,681,,,,,,,,
10119.0,1327.0,81.0,89.0,682,,,,,,,,
10125.0,1331.0,77.0,83.0,683,,,,,,,,
10133.0,1337.0,71.0,75.0,684,,,,,,,,
10151.0,1319.0,89.0,57.0,685,,,,,,,,
10114.0,1319.0,89.0,94.0,686,,,,,,,,
10150.0,1323.0,85.0,58.0,687,,,,,,,,
10125.0,1339.0,69.0,83.0,688,,,,,,,,
10138.0,1332.0,76.0,70.0,689,,,,,,,,
10137.0,1328.0,80.0,71.0,690,,,,,,,,
10133.0,1336.0,72.0,75.0,691,,,,,,,,
10133.0,1344.0,64.0,75.0,692,,,,,,,,
10146.0,1344.0,64.0,62.0,693,,,,,,,,
10129.0,1328.0,80.0,79.0,694,,,,,,,,
10139.0,1310.0,98.0,69.0,695,,,,,,,,
10125.0,1325.0,83.0,83.0,696,,,,,,,,
10137.0,1323.0,85.0,71.0,697,,,,,,,,
10129.0,1332.0,76.0,79.0,698,,,,,,,,
10122.0,1323.0,85.0,86.0,699,,,,,,,,
10132.0,1315.0,93.0,76.0,700,,,,,,,,
10144.0,1321.0,87.0,64.0,701,,,,,,,,
10103.0,1315.0,93.0,105.0,702,,,,,,,,
10113.0,1329.0,79.0,95.0,703,,,,,,,,
10138.0,1333.0,75.0,70.0,704,,,,,,,,
10137.0,1320.0,88.0,71.0,705,,,,,,,,
10141.0,1327.0,81.0,67.0,706,,,,,,,,
10133.0,1315.0,93.0,75.0,707,,,,,,,,
10137.0,1349.0,59.0,71.0,708,,,,,,,,
10140.0,1339.0,69.0,68.0,709,,,,,,,,
10124.0,1320.0,88.0,84.0,710,,,,,,,,
10136.0,1317.0,91.0,72.0,711,,,,,,,,
10133.0,1332.0,76.0,75.0,712,,,,,,,,
10135.0,1329.0,79.0,73.0,713,,,,,,,,
10132.0,1330.0,78.0,76.0,714,,,,,,,,
10119.0,1340.0,68.0,89.0,715,,,,,,,,
10147.0,1318.0,90.0,61.0,716,,,,,,,,
10136.0,1340.0,68.0,72.0,717,,,,,,,,
10123.0,1332.0,76.0,85.0,718,,,,,,,,
10129.0,1334.0,74.0,79.0,719,,,,,,,,
10134.0,1333.0,75.0,74.0,720,,,,,,,,
10147.0,1329.0,79.0,61.0,721,,,,,,,,
10134.0,1326.0,82.0,74.0,722,,,,,,,,
10125.0,1339.0,69.0,83.0,723,,,,,,,,
10136.0,1322.0,86.0,72.0,724,,,,,,,,
10132.0,1338.0,70.0,76.0,725,,,,,,,,
10131.0,1341.0,67.0,77.0,726,,,,,,,,
10130.0,1320.0,88.0,78.0,727,,,,,,,,
10130.0,1341.0,67.0,78.0,728,,,,,,,,
10102.0,1325.0,83.0,106.0,729,,,,,,,,
10139.0,1345.0,63.0,69.0,730,,,,,,,,
10133.0,1324.0,84.0,75.0,731,,,,,,,,
10131.0,1324.0,84.0,77.0,732,,,,,,,,
10143.0,1337.0,71.0,65.0,733,,,,,,,,
10130.0,1331.0,77.0,78.0,734,,,,,,,,
10122.0,1337.0,71.0,86.0,735,,,,,,,,
10144.0,1332.0,76.0,64.0,736,,,,,,,,
10122.0,1326.0,82.0,86.0,737,,,,,,,,
10119.0,1328.0,80.0,89.0,738,,,,,,,,
10126.0,1330.0,78.0,82.0,739,,,,,,,,
10134.0,1327.0,81.0,74.0,740,,,,,,,,
10138.0,1340.0,68.0,70.0,741,,,,,,,,
10132.0,1325.0,83.0,76.0,742,,,,,,,,
10120.0,1330.0,78.0,88.0,743,,,,,,,,
10146.0,1329.0,79.0,62.0,744,,,,,,,,
10135.0,1346.0,62.0,73.0,745,,,,,,,,
10122.0,1330.0,78.0,86.0,746,,,,,,,,
10136.0,1344.0,64.0,72.0,747,,,,,,,,
10144.0,1325.0,83.0,64.0,748,,,,,,,,
10121.0,1325.0,83.0,87.0,749,,,,,,,,
10146.0,1329.0,79.0,62.0,750,,,,,,,,
10146.0,1328.0,80.0,62.0,751,,,,,,,,
10126.0,1321.0,87.0,82.0,752,,,,,,,,
10126.0,1321.0,87.0,82.0,753,,,,,,,,
10129.0,1345.0,63.0,79.0,754,,,,,,,,
10131.0,1327.0,81.0,77.0,755,,,,,,,,
10126.0,1328.0,80.0,82.0,756,,,,,,,,
10135.0,1322.0,86.0,73.0,757,,,,,,,,
10126.0,1325.0,83.0,82.0,758,,,,,,,,
10115.0,1328.0,80.0,93.0,759,,,,,,,,
10138.0,1339.0,69.0,70.0,760,,,,,,,,
10127.0,1331.0,77.0,81.0,761,,,,,,,,
10138.0,1337.0,71.0,70.0,762,,,,,,,,
10136.0,1317.0,91.0,72.0,763,,,,,,,,
10135.0,1327.0,81.0,73.0,764,,,,,,,,
10140.0,1328.0,80.0,68.0,765,,,,,,,,
10127.0,1328.0,80.0,81.0,766,,,,,,,,
10119.0,1309.0,99.0,89.0,767,,,,,,,,
10116.0,1317.0,91.0,92.0,768,,,,,,,,
10127.0,1323.0,85.0,81.0,769,,,,,,,,
10122.0,1336.0,72.0,86.0,770,,,,,,,,
10134.0,1328.0,80.0,74.0,771,,,,,,,,
10118.0,1333.0,75.0,90.0,772,,,,,,,,
10132.0,1335.0,73.0,76.0,773,,,,,,,,
10136.0,1332.0,76.0,72.0,774,,,,,,,,
10134.0,1327.0,81.0,74.0,775,,,,,,,,
10133.0,1341.0,67.0,75.0,776,,,,,,,,
10131.0,1329.0,79.0,77.0,777,,,,,,,,
10121.0,1330.0,78.0,87.0,778,,,,,,,,
10133.0,1323.0,85.0,75.0,779,,,,,,,,
10128.0,1326.0,82.0,80.0,780,,,,,,,,
10130.0,1337.0,71.0,78.0,781,,,,,,,,
10142.0,1320.0,88.0,66.0,782,,,,,,,,
10115.0,1330.0,78.0,93.0,783,,,,,,,,
10136.0,1346.0,62.0,72.0,784,,,,,,,,
10129.0,1323.0,85.0,79.0,785,,,,,,,,
10110.0,1326.0,82.0,98.0,786,,,,,,,,
10128.0,1318.0,90.0,80.0,787,,,,,,,,
10128.0,1319.0,89.0,80.0,788,,,,,,,,
10124.0,1324.0,84.0,84.0,789,,,,,,,,
10120.0,1331.0,77.0,88.0,790,,,,,,,,
10145.0,1336.0,72.0,63.0,791,,,,,,,,
10106.0,1311.0,97.0,102.0,792,,,,,,,,
10151.0,1319.0,89.0,57.0,793,,,,,,,,
10142.0,1348.0,60.0,66.0,794,,,,,,,,
10152.0,1334.0,74.0,56.0,795,,,,,,,,
10130.0,1327.0,81.0,78.0,796,,,,,,,,
10125.0,1307.0,101.0,83.0,797,,,,,,,,
10134.0,1320.0,88.0,74.0,798,,,,,,,,
10133.0,1327.0,81.0,75.0,799,,,,,,,,
10139.0,1334.0,74.0,69.0,800,,,,,,,,
10140.0,1331.0,77.0,68.0,801,,,,,,,,
10133.0,1329.0,79.0,75.0,802,,,,,,,,
10139.0,1325.0,83.0,69.0,803,,,,,,,,
10144.0,1336.0,72.0,64.0,804,,,,,,,,
10126.0,1328.0,80.0,82.0,805,,,,,,,,
10131.0,1330.0,78.0,77.0,806,,,,,,,,
10125.0,1329.0,79.0,83.0,807,,,,,,,,
10127.0,1312.0,96.0,81.0,808,,,,,,,,
10131.0,1332.0,76.0,77.0,809,,,,,,,,
10146.0,1341.0,67.0,62.0,810,,,,,,,,
10108.0,1316.0,92.0,100.0,811,,,,,,,,
10121.0,1331.0,77.0,87.0,812,,,,,,,,
10126.0,1329.0,79.0,82.0,813,,,,,,,,
10128.0,1331.0,77.0,80.0,814,,,,,,,,
10142.0,1338.0,70.0,66.0,815,,,,,,,,
10146.0,1339.0,69.0,62.0,816,,,,,,,,
10125.0,1318.0,90.0,83.0,817,,,,,,,,
10143.0,1334.0,74.0,65.0,818,,,,,,,,
10138.0,1322.0,86.0,70.0,819,,,,,,,,
10125.0,1320.0,88.0,83.0,820,,,,,,,,
10120.0,1312.0,96.0,88.0,821,,,,,,,,
10137.0,1320.0,88.0,71.0,822,,,,,,,,
10141.0,1332.0,76.0,67.0,823,,,,,,,,
10135.0,1327.0,81.0,73.0,824,,,,,,,,
10100.0,1306.0,102.0,108.0,825,,,,,,,,
10149.0,1324.0,84.0,59.0,826,,,,,,,,
10125.0,1326.0,82.0,83.0,827,,,,,,,,
10135.0,1319.0,89.0,73.0,828,,,,,,,,
10136.0,1336.0,72.0,72.0,829,,,,,,,,
10141.0,1322.0,86.0,67.0,830,,,,,,,,
10128.0,1333.0,75.0,80.0,831,,,,,,,,
10138.0,1329.0,79.0,70.0,832,,,,,,,,
10123.0,1320.0,88.0,85.0,833,,,,,,,,
10131.0,1323.0,85.0,77.0,834,,,,,,,,
10132.0,1324.0,84.0,76.0,835,,,,,,,,
10134.0,1329.0,79.0,74.0,836,,,,,,,,
10145.0,1324.0,84.0,63.0,837,,,,,,,,
10147.0,1334.0,74.0,61.0,838,,,,,,,,
10128.0,1335.0,73.0,80.0,839,,,,,,,,
10132.0,1325.0,83.0,76.0,840,,,,,,,,
10128.0,1334.0,74.0,80.0,841,,,,,,,,
10134.0,1328.0,80.0,74.0,842,,,,,,,,
10131.0,1331.0,77.0,77.0,843,,,,,,,,
10141.0,1341.0,67.0,67.0,844,,,,,,,,
10127.0,1343.0,65.0,81.0,845,,,,,,,,
10117.0,1320.0,88.0,91.0,846,,,,,,,,
10139.0,1341.0,67.0,69.0,847,,,,,,,,
10133.0,1323.0,85.0,75.0,848,,,,,,,,
10137.0,1335.0,73.0,71.0,849,,,,,,,,
10129.0,1308.0,100.0,79.0,850,,,,,,,,
10128.0,1340.0,68.0,80.0,851,,,,,,,,
10133.0,1323.0,85.0,75.0,852,,,,,,,,
10116.0,1315.0,93.0,92.0,853,,,,,,,,
10136.0,1327.0,81.0,72.0,854,,,,,,,,
10122.0,1312.0,96.0,86.0,855,,,,,,,,
10145.0,1338.0,70.0,63.0,856,,,,,,,,
10146.0,1312.0,96.0,62.0,857,,,,,,,,
10131.0,1338.0,70.0,77.0,858,,,,,,,,
10118.0,1313.0,95.0,90.0,859,,,,,,,,
10133.0,1341.0,67.0,75.0,860,,,,,,,,
10150.0,1324.0,84.0,58.0,861,,,,,,,,
10125.0,1340.0,68.0,83.0,862,,,,,,,,
10148.0,1327.0,81.0,60.0,863,,,,,,,,
10147.0,1337.0,71.0,61.0,864,,,,,,,,
10139.0,1330.0,78.0,69.0,865,,,,,,,,
10130.0,1343.0,65.0,78.0,866,,,,,,,,
10128.0,1321.0,87.0,80.0,867,,,,,,,,
10133.0,1323.0,85.0,75.0,868,,,,,,,,
10130.0,1332.0,76.0,78.0,869,,,,,,,,
10126.0,1307.0,101.0,82.0,870,,,,,,,,
10123.0,1324.0,84.0,85.0,871,,,,,,,,
10129.0,1320.0,88.0,79.0,872,,,,,,,,
10139.0,1325.0,83.0,69.0,873,,,,,,,,
10120.0,1331.0,77.0,88.0,874,,,,,,,,
10123.0,1324.0,84.0,85.0,875,,,,,,,,
10121.0,1323.0,85.0,87.0,876,,,,,,,,
10140.0,1320.0,88.0,68.0,877,,,,,,,,
10124.0,1322.0,86.0,84.0,878,,,,,,,,
10128.0,1333.0,75.0,80.0,879,,,,,,,,
10130.0,1330.0,78.0,78.0,880,,,,,,,,
10130.0,1338.0,70.0,78.0,881,,,,,,,,
10143.0,1335.0,73.0,65.0,882,,,,,,,,
10127.0,1331.0,77.0,81.0,883,,,,,,,,
10125.0,1314.0,94.0,83.0,884,,,,,,,,
10126.0,1324.0,84.0,82.0,885,,,,,,,,
10132.0,1335.0,73.0,76.0,886,,,,,,,,
10130.0,1339.0,69.0,78.0,887,,,,,,,,
10139.0,1330.0,78.0,69.0,888,,,,,,,,
10136.0,1336.0,72.0,72.0,889,,,,,,,,
10127.0,1336.0,72.0,81.0,890,,,,,,,,
10127.0,1335.0,73.0,81.0,891,,,,,,,,
10129.0,1335.0,73.0,79.0,892,,,,,,,,
10112.0,1320.0,88.0,96.0,893,,,,,,,,
10134.0,1331.0,77.0,74.0,894,,,,,,,,
10127.0,1336.0,72.0,81.0,895,,,,,,,,
10131.0,1336.0,72.0,77.0,896,,,,,,,,
10115.0,1321.0,87.0,93.0,897,,,,,,,,
10140.0,1321.0,87.0,68.0,898,,,,,,,,
10135.0,1346.0,62.0,73.0,899,,,,,,,,
10127.0,1319.0,89.0,81.0,900,,,,,,,,
10142.0,1332.0,76.0,66.0,901,,,,,,,,
10139.0,1330.0,78.0,69.0,902,,,,,,,,
10138.0,1330.0,78.0,70.0,903,,,,,,,,
10124.0,1338.0,70.0,84.0,904,,,,,,,,
10123.0,1328.0,80.0,85.0,905,,,,,,,,
10143.0,1330.0,78.0,65.0,906,,,,,,,,
10145.0,1332.0,76.0,63.0,907,,,,,,,,
10141.0,1326.0,82.0,67.0,908,,,,,,,,
10163.0,1334.0,74.0,45.0,909,,,,,,,,
10137.0,1317.0,91.0,71.0,910,,,,,,,,
10143.0,1335.0,73.0,65.0,911,,,,,,,,
10136.0,1340.0,68.0,72.0,912,,,,,,,,
10137.0,1340.0,68.0,71.0,913,,,,,,,,
10133.0,1339.0,69.0,75.0,914,,,,,,,,
10130.0,1342.0,66.0,78.0,915,,,,,,,,
10132.0,1323.0,85.0,76.0,916,,,,,,,,
10150.0,1331.0,77.0,58.0,917,,,,,,,,
10114.0,1331.0,77.0,94.0,918,,,,,,,,
10130.0,1322.0,86.0,78.0,919,,,,,,,,
10129.0,1307.0,101.0,79.0,920,,,,,,,,
10139.0,1334.0,74.0,69.0,921,,,,,,,,
10129.0,1325.0,83.0,79.0,922,,,,,,,,
10133.0,1326.0,82.0,75.0,923,,,,,,,,
10139.0,1322.0,86.0,69.0,924,,,,,,,,
10116.0,1328.0,80.0,92.0,925,,,,,,,,
10123.0,1346.0,62.0,85.0,926,,,,,,,,
10136.0,1334.0,74.0,72.0,927,,,,,,,,
10135.0,1337.0,71.0,73.0,928,,,,,,,,
10121.0,1322.0,86.0,87.0,929,,,,,,,,
10137.0,1334.0,74.0,71.0,930,,,,,,,,
10131.0,1321.0,87.0,77.0,931,,,,,,,,
10139.0,1323.0,85.0,69.0,932,,,,,,,,
10139.0,1323.0,85.0,69.0,933,,,,,,,,
10132.0,1344.0,64.0,76.0,934,,,,,,,,
10129.0,1324.0,84.0,79.0,935,,,,,,,,
10131.0,1305.0,103.0,77.0,936,,,,,,,,
10128.0,1357.0,51.0,80.0,937,,,,,,,,
10129.0,1328.0,80.0,79.0,938,,,,,,,,
10141.0,1330.0,78.0,67.0,939,,,,,,,,
10145.0,1328.0,80.0,63.0,940,,,,,,,,
10136.0,1332.0,76.0,72.0,941,,,,,,,,
10154.0,1332.0,76.0,54.0,942,,,,,,,,
10132.0,1328.0,80.0,76.0,943,,,,,,,,
10137.0,1327.0,81.0,71.0,944,,,,,,,,
10140.0,1333.0,75.0,68.0,945,,,,,,,,
10141.0,1325.0,83.0,67.0,946,,,,,,,,
10132.0,1335.0,73.0,76.0,947,,,,,,,,
10140.0,1309.0,99.0,68.0,948,,,,,,,,
10132.0,1342.0,66.0,76.0,949,,,,,,,,
10141.0,1323.0,85.0,67.0,950,,,,,,,,
10137.0,1340.0,68.0,71.0,951,,,,,,,,
10132.0,1333.0,75.0,76.0,952,,,,,,,,
10117.0,1339.0,69.0,91.0,953,,,,,,,,
10149.0,1343.0,65.0,59.0,954,,,,,,,,
10138.0,1327.0,81.0,70.0,955,,,,,,,,
10127.0,1318.0,90.0,81.0,956,,,,,,,,
10134.0,1332.0,76.0,74.0,957,,,,,,,,
10136.0,1330.0,78.0,72.0,958,,,,,,,,
10138.0,1340.0,68.0,70.0,959,,,,,,,,
10141.0,1325.0,83.0,67.0,960,,,,,,,,
10141.0,1343.0,65.0,67.0,961,,,,,,,,
10126.0,1335.0,73.0,82.0,962,,,,,,,,
10123.0,1326.0,82.0,85.0,963,,,,,,,,
10113.0,1323.0,85.0,95.0,964,,,,,,,,
10137.0,1323.0,85.0,71.0,965,,,,,,,,
10119.0,1319.0,89.0,89.0,966,,,,,,,,
10120.0,1322.0,86.0,88.0,967,,,,,,,,
10139.0,1335.0,73.0,69.0,968,,,,,,,,
10149.0,1314.0,94.0,59.0,969,,,,,,,,
10141.0,1331.0,77.0,67.0,970,,,,,,,,
10143.0,1329.0,79.0,65.0,971,,,,,,,,
10132.0,1349.0,59.0,76.0,972,,,,,,,,
10150.0,1325.0,83.0,58.0,973,,,,,,,,
